# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;szeroko uśmiechnięta twarz;roześmiana buźka|szeroko uśmiechnięta twarz
	🧑🏻‍🦱;dorosły: karnacja jasna i kręcone włosy;dorosły|dorosły: karnacja jasna i kręcone włosy|karnacja jasna|kręcone włosy|płeć neutralna
	🧑🏼‍🦱;dorosły: karnacja średnio jasna i kręcone włosy;dorosły|dorosły: karnacja średnio jasna i kręcone włosy|karnacja średnio jasna|kręcone włosy|płeć neutralna
	🧑🏽‍🦱;dorosły: karnacja średnia i kręcone włosy;dorosły|dorosły: karnacja średnia i kręcone włosy|karnacja średnia|kręcone włosy|płeć neutralna
	🧑🏾‍🦱;dorosły: karnacja średnio ciemna i kręcone włosy;dorosły|dorosły: karnacja średnio ciemna i kręcone włosy|karnacja średnio ciemna|kręcone włosy|płeć neutralna
	🧑🏿‍🦱;dorosły: karnacja ciemna i kręcone włosy;dorosły|dorosły: karnacja ciemna i kręcone włosy|karnacja ciemna|kręcone włosy|płeć neutralna
👩‍🦳;kobieta: białe włosy;białe włosy|kobieta|kobieta: białe włosy
	👩🏻‍🦳;kobieta: karnacja jasna i białe włosy;białe włosy|karnacja jasna|kobieta|kobieta: karnacja jasna i białe włosy
	👩🏼‍🦳;kobieta: karnacja średnio jasna i białe włosy;białe włosy|karnacja średnio jasna|kobieta|kobieta: karnacja średnio jasna i białe włosy
	👩🏽‍🦳;kobieta: karnacja średnia i białe włosy;białe włosy|karnacja średnia|kobieta|kobieta: karnacja średnia i białe włosy
	👩🏾‍🦳;kobieta: karnacja średnio ciemna i białe włosy;białe włosy|karnacja średnio ciemna|kobieta|kobieta: karnacja średnio ciemna i białe włosy
	👩🏿‍🦳;kobieta: karnacja ciemna i białe włosy;białe włosy|karnacja ciemna|kobieta|kobieta: karnacja ciemna i białe włosy
🧑‍🦳;dorosły: białe włosy;białe włosy|dorosły|dorosły: białe włosy|płeć neutralna
	🧑🏻‍🦳;dorosły: karnacja jasna i białe włosy;białe włosy|dorosły|dorosły: karnacja jasna i białe włosy|karnacja jasna|płeć neutralna
	🧑🏼‍🦳;dorosły: karnacja średnio jasna i białe włosy;białe włosy|dorosły|dorosły: karnacja średnio jasna i białe włosy|karnacja średnio jasna|płeć neutralna
	🧑🏽‍🦳;dorosły: karnacja średnia i białe włosy;białe włosy|dorosły|dorosły: karnacja średnia i białe włosy|karnacja średnia|płeć neutralna
	🧑🏾‍🦳;dorosły: karnacja średnio ciemna i białe włosy;białe włosy|dorosły|dorosły: karnacja średnio ciemna i białe włosy|karnacja średnio ciemna|płeć neutralna
	🧑🏿‍🦳;dorosły: karnacja ciemna i białe włosy;białe włosy|dorosły|dorosły: karnacja ciemna i białe włosy|karnacja ciemna|płeć neutralna
👩‍🦲;kobieta: łysy;kobieta|kobieta: łysy|łysy
	👩🏻‍🦲;kobieta: karnacja jasna i łysy;karnacja jasna|kobieta|kobieta: karnacja jasna i łysy|łysy
	👩🏼‍🦲;kobieta: karnacja średnio jasna i łysy;karnacja średnio jasna|kobieta|kobieta: karnacja średnio jasna i łysy|łysy
	👩🏽‍🦲;kobieta: karnacja średnia i łysy;karnacja średnia|kobieta|kobieta: karnacja średnia i łysy|łysy
	👩🏾‍🦲;kobieta: karnacja średnio ciemna i łysy;karnacja średnio ciemna|kobieta|kobieta: karnacja średnio ciemna i łysy|łysy
	👩🏿‍🦲;kobieta: karnacja ciemna i łysy;karnacja ciemna|kobieta|kobieta: karnacja ciemna i łysy|łysy
🧑‍🦲;dorosły: łysy;dorosły|dorosły: łysy|łysy|płeć neutralna
	🧑🏻‍🦲;dorosły: karnacja jasna i łysy;dorosły|dorosły: karnacja jasna i łysy|karnacja jasna|łysy|płeć neutralna
	🧑🏼‍🦲;dorosły: karnacja średnio jasna i łysy;dorosły|dorosły: karnacja średnio jasna i łysy|karnacja średnio jasna|łysy|płeć neutralna
	🧑🏽‍🦲;dorosły: karnacja średnia i łysy;dorosły|dorosły: karnacja średnia i łysy|karnacja średnia|łysy|płeć neutralna
	🧑🏾‍🦲;dorosły: karnacja średnio ciemna i łysy;dorosły|dorosły: karnacja średnio ciemna i łysy|karnacja średnio ciemna|łysy|płeć neutralna
	🧑🏿‍🦲;dorosły: karnacja ciemna i łysy;dorosły|dorosły: karnacja ciemna i łysy|karnacja ciemna|łysy|płeć neutralna
👱‍♀️;blondynka;blondynka|kobieta
	👱🏻‍♀️;blondynka: karnacja jasna;blondynka|blondynka: karnacja jasna|karnacja jasna|kobieta
	👱🏼‍♀️;blondynka: karnacja średnio jasna;blondynka|blondynka: karnacja średnio jasna|karnacja średnio jasna|kobieta
	👱🏽‍♀️;blondynka: karnacja średnia;blondynka|blondynka: karnacja średnia|karnacja średnia|kobieta
	👱🏾‍♀️;blondynka: karnacja średnio ciemna;blondynka|blondynka: karnacja średnio ciemna|karnacja średnio ciemna|kobieta
	👱🏿‍♀️;blondynka: karnacja ciemna;blondynka|blondynka: karnacja ciemna|karnacja ciemna|kobieta
👱‍♂️;blondyn;blondyn|mężczyzna
	👱🏻‍♂️;blondyn: karnacja jasna;blondyn|blondyn: karnacja jasna|karnacja jasna|mężczyzna
	👱🏼‍♂️;blondyn: karnacja średnio jasna;blondyn|blondyn: karnacja średnio jasna|karnacja średnio jasna|mężczyzna
	👱🏽‍♂️;blondyn: karnacja średnia;blondyn|blondyn: karnacja średnia|karnacja średnia|mężczyzna
	👱🏾‍♂️;blondyn: karnacja średnio ciemna;blondyn|blondyn: karnacja średnio ciemna|karnacja średnio ciemna|mężczyzna
	👱🏿‍♂️;blondyn: karnacja ciemna;blondyn|blondyn: karnacja ciemna|karnacja ciemna|mężczyzna
🧓;starszy dorosły;płeć neutralna|starszy dorosły|stary
	🧓🏻;starszy dorosły: karnacja jasna;karnacja jasna|płeć neutralna|starszy dorosły|starszy dorosły: karnacja jasna|stary
	🧓🏼;starszy dorosły: karnacja średnio jasna;karnacja średnio jasna|płeć neutralna|starszy dorosły|starszy dorosły: karnacja średnio jasna|stary
	🧓🏽;starszy dorosły: karnacja średnia;karnacja średnia|płeć neutralna|starszy dorosły|starszy dorosły: karnacja średnia|stary
	🧓🏾;starszy dorosły: karnacja średnio ciemna;karnacja średnio ciemna|płeć neutralna|starszy dorosły|starszy dorosły: karnacja średnio ciemna|stary
	🧓🏿;starszy dorosły: karnacja ciemna;karnacja ciemna|płeć neutralna|starszy dorosły|starszy dorosły: karnacja ciemna|stary
👴;starszy mężczyzna;starszy mężczyzna|staruszek|starzec
	👴🏻;starszy mężczyzna: karnacja jasna;karnacja jasna|starszy mężczyzna|starszy mężczyzna: karnacja jasna|staruszek|starzec
	👴🏼;starszy mężczyzna: karnacja średnio jasna;karnacja średnio jasna|starszy mężczyzna|starszy mężczyzna: karnacja średnio jasna|staruszek|starzec
	👴🏽;starszy mężczyzna: karnacja średnia;karnacja średnia|starszy mężczyzna|starszy mężczyzna: karnacja średnia|staruszek|starzec
	👴🏾;starszy mężczyzna: karnacja średnio ciemna;karnacja średnio ciemna|starszy mężczyzna|starszy mężczyzna: karnacja średnio ciemna|staruszek|starzec
	👴🏿;starszy mężczyzna: karnacja ciemna;karnacja ciemna|starszy mężczyzna|starszy mężczyzna: karnacja ciemna|staruszek|starzec
👵;starsza kobieta;kobieta|starsza kobieta|staruszka
	👵🏻;starsza kobieta: karnacja jasna;karnacja jasna|kobieta|starsza kobieta|starsza kobieta: karnacja jasna|staruszka
	👵🏼;starsza kobieta: karnacja średnio jasna;karnacja średnio jasna|kobieta|starsza kobieta|starsza kobieta: karnacja średnio jasna|staruszka
	👵🏽;starsza kobieta: karnacja średnia;karnacja średnia|kobieta|starsza kobieta|starsza kobieta: karnacja średnia|staruszka
	👵🏾;starsza kobieta: karnacja średnio ciemna;karnacja średnio ciemna|kobieta|starsza kobieta|starsza kobieta: karnacja średnio ciemna|staruszka
	👵🏿;starsza kobieta: karnacja ciemna;karnacja ciemna|kobieta|starsza kobieta|starsza kobieta: karnacja ciemna|staruszka
🙍;zachmurzona osoba;smutek na twarzy|smutny|zachmurzona osoba
	🙍🏻;zachmurzona osoba: karnacja jasna;karnacja jasna|smutek na twarzy|smutny|zachmurzona osoba|zachmurzona osoba: karnacja jasna
	🙍🏼;zachmurzona osoba: karnacja średnio jasna;karnacja średnio jasna|smutek na twarzy|smutny|zachmurzona osoba|zachmurzona osoba: karnacja średnio jasna
	🙍🏽;zachmurzona osoba: karnacja średnia;karnacja średnia|smutek na twarzy|smutny|zachmurzona osoba|zachmurzona osoba: karnacja średnia
	🙍🏾;zachmurzona osoba: karnacja średnio ciemna;karnacja średnio ciemna|smutek na twarzy|smutny|zachmurzona osoba|zachmurzona osoba: karnacja średnio ciemna
	🙍🏿;zachmurzona osoba: karnacja ciemna;karnacja ciemna|smutek na twarzy|smutny|zachmurzona osoba|zachmurzona osoba: karnacja ciemna
🙍‍♂️;zachmurzony mężczyzna;mężczyzna|zachmurzony mężczyzna|zmarszczone brwi
	🙍🏻‍♂️;zachmurzony mężczyzna: karnacja jasna;karnacja jasna|mężczyzna|zachmurzony mężczyzna|zachmurzony mężczyzna: karnacja jasna|zmarszczone brwi
	🙍🏼‍♂️;zachmurzony mężczyzna: karnacja średnio jasna;karnacja średnio jasna|mężczyzna|zachmurzony mężczyzna|zachmurzony mężczyzna: karnacja średnio jasna|zmarszczone brwi
	🙍🏽‍♂️;zachmurzony mężczyzna: karnacja średnia;karnacja średnia|mężczyzna|zachmurzony mężczyzna|zachmurzony mężczyzna: karnacja średnia|zmarszczone brwi
	🙍🏾‍♂️;zachmurzony mężczyzna: karnacja średnio ciemna;karnacja średnio ciemna|mężczyzna|zachmurzony mężczyzna|zachmurzony mężczyzna: karnacja średnio ciemna|zmarszczone brwi
	🙍🏿‍♂️;zachmurzony mężczyzna: karnacja ciemna;karnacja ciemna|mężczyzna|zachmurzony mężczyzna|zachmurzony mężczyzna: karnacja ciemna|zmarszczone brwi
🙍‍♀️;zachmurzona kobieta;kobieta|zachmurzona kobieta|zmarszczone brwi
	🙍🏻‍♀️;zachmurzona kobieta: karnacja jasna;karnacja jasna|kobieta|zachmurzona kobieta|zachmurzona kobieta: karnacja jasna|zmarszczone brwi
	🙍🏼‍♀️;zachmurzona kobieta: karnacja średnio jasna;karnacja średnio jasna|kobieta|zachmurzona kobieta|zachmurzona kobieta: karnacja średnio jasna|zmarszczone brwi
	🙍🏽‍♀️;zachmurzona kobieta: karnacja średnia;karnacja średnia|kobieta|zachmurzona kobieta|zachmurzona kobieta: karnacja średnia|zmarszczone brwi
	🙍🏾‍♀️;zachmurzona kobieta: karnacja średnio ciemna;karnacja średnio ciemna|kobieta|zachmurzona kobieta|zachmurzona kobieta: karnacja średnio ciemna|zmarszczone brwi
	🙍🏿‍♀️;zachmurzona kobieta: karnacja ciemna;karnacja ciemna|kobieta|zachmurzona kobieta|zachmurzona kobieta: karnacja ciemna|zmarszczone brwi
🙎;nadąsana osoba;buźka|kapryśna|mina|nadąsana osoba|niezadowolona
	🙎🏻;nadąsana osoba: karnacja jasna;buźka|kapryśna|karnacja jasna|mina|nadąsana osoba|nadąsana osoba: karnacja jasna|niezadowolona
	🙎🏼;nadąsana osoba: karnacja średnio jasna;buźka|kapryśna|karnacja średnio jasna|mina|nadąsana osoba|nadąsana osoba: karnacja średnio jasna|niezadowolona
	🙎🏽;nadąsana osoba: karnacja średnia;buźka|kapryśna|karnacja średnia|mina|nadąsana osoba|nadąsana osoba: karnacja średnia|niezadowolona
	🙎🏾;nadąsana osoba: karnacja średnio ciemna;buźka|kapryśna|karnacja średnio ciemna|mina|nadąsana osoba|nadąsana osoba: karnacja średnio ciemna|niezadowolona
	🙎🏿;nadąsana osoba: karnacja ciemna;buźka|kapryśna|karnacja ciemna|mina|nadąsana osoba|nadąsana osoba: karnacja ciemna|niezadowolona
🙎‍♂️;nadąsany mężczyzna;mężczyzna|nadąsany|niezadowolony
	🙎🏻‍♂️;nadąsany mężczyzna: karnacja jasna;karnacja jasna|mężczyzna|nadąsany|nadąsany mężczyzna: karnacja jasna|niezadowolony
	🙎🏼‍♂️;nadąsany mężczyzna: karnacja średnio jasna;karnacja średnio jasna|mężczyzna|nadąsany|nadąsany mężczyzna: karnacja średnio jasna|niezadowolony
	🙎🏽‍♂️;nadąsany mężczyzna: karnacja średnia;karnacja średnia|mężczyzna|nadąsany|nadąsany mężczyzna: karnacja średnia|niezadowolony
	🙎🏾‍♂️;nadąsany mężczyzna: karnacja średnio ciemna;karnacja średnio ciemna|mężczyzna|nadąsany|nadąsany mężczyzna: karnacja średnio ciemna|niezadowolony
	🙎🏿‍♂️;nadąsany mężczyzna: karnacja ciemna;karnacja ciemna|mężczyzna|nadąsany|nadąsany mężczyzna: karnacja ciemna|niezadowolony
🙎‍♀️;nadąsana kobieta;kobieta|nadąsana|niezadowolona
	🙎🏻‍♀️;nadąsana kobieta: karnacja jasna;karnacja jasna|kobieta|nadąsana|nadąsana kobieta: karnacja jasna|niezadowolona
	🙎🏼‍♀️;nadąsana kobieta: karnacja średnio jasna;karnacja średnio jasna|kobieta|nadąsana|nadąsana kobieta: karnacja średnio jasna|niezadowolona
	🙎🏽‍♀️;nadąsana kobieta: karnacja średnia;karnacja średnia|kobieta|nadąsana|nadąsana kobieta: karnacja średnia|niezadowolona
	🙎🏾‍♀️;nadąsana kobieta: karnacja średnio ciemna;karnacja średnio ciemna|kobieta|nadąsana|nadąsana kobieta: karnacja średnio ciemna|niezadowolona
	🙎🏿‍♀️;nadąsana kobieta: karnacja ciemna;karnacja ciemna|kobieta|nadąsana|nadąsana kobieta: karnacja ciemna|niezadowolona
🙅;osoba pokazująca gest NIE;nie wolno|osoba pokazująca gest NIE|zakaz
	🙅🏻;osoba pokazująca gest NIE: karnacja jasna;karnacja jasna|nie wolno|osoba pokazująca gest NIE|osoba pokazująca gest NIE: karnacja jasna|zakaz
	🙅🏼;osoba pokazująca gest NIE: karnacja średnio jasna;karnacja średnio jasna|nie wolno|osoba pokazująca gest NIE|osoba pokazująca gest NIE: karnacja średnio jasna|zakaz
	🙅🏽;osoba pokazująca gest NIE: karnacja średnia;karnacja średnia|nie wolno|osoba pokazująca gest NIE|osoba pokazująca gest NIE: karnacja średnia|zakaz
	🙅🏾;osoba pokazująca gest NIE: karnacja średnio ciemna;karnacja średnio ciemna|nie wolno|osoba pokazująca gest NIE|osoba pokazująca gest NIE: karnacja średnio ciemna|zakaz
	🙅🏿;osoba pokazująca gest NIE: karnacja ciemna;karnacja ciemna|nie wolno|osoba pokazująca gest NIE|osoba pokazująca gest NIE: karnacja ciemna|zakaz
🙅‍♂️;mężczyzna pokazujący gest NIE;mężczyzna|mężczyzna pokazujący gest NIE|nie|ręce|zakaz
	🙅🏻‍♂️;mężczyzna pokazujący gest NIE: karnacja jasna;karnacja jasna|mężczyzna|mężczyzna pokazujący gest NIE|mężczyzna pokazujący gest NIE: karnacja jasna|nie|ręce|zakaz
	🙅🏼‍♂️;mężczyzna pokazujący gest NIE: karnacja średnio jasna;karnacja średnio jasna|mężczyzna|mężczyzna pokazujący gest NIE|mężczyzna pokazujący gest NIE: karnacja średnio jasna|nie|ręce|zakaz
	🙅🏽‍♂️;mężczyzna pokazujący gest NIE: karnacja średnia;karnacja średnia|mężczyzna|mężczyzna pokazujący gest NIE|mężczyzna pokazujący gest NIE: karnacja średnia|nie|ręce|zakaz
	🙅🏾‍♂️;mężczyzna pokazujący gest NIE: karnacja średnio ciemna;karnacja średnio ciemna|mężczyzna|mężczyzna pokazujący gest NIE|mężczyzna pokazujący gest NIE: karnacja średnio ciemna|nie|ręce|zakaz
	🙅🏿‍♂️;mężczyzna pokazujący gest NIE: karnacja ciemna;karnacja ciemna|mężczyzna|mężczyzna pokazujący gest NIE|mężczyzna pokazujący gest NIE: karnacja ciemna|nie|ręce|zakaz
🙅‍♀️;kobieta pokazująca gest NIE;kobieta|kobieta pokazująca gest NIE|nie|ręce|zakaz
	🙅🏻‍♀️;kobieta pokazująca gest NIE: karnacja jasna;karnacja jasna|kobieta|kobieta pokazująca gest NIE|kobieta pokazująca gest NIE: karnacja jasna|nie|ręce|zakaz
	🙅🏼‍♀️;kobieta pokazująca gest NIE: karnacja średnio jasna;karnacja średnio jasna|kobieta|kobieta pokazująca gest NIE|kobieta pokazująca gest NIE: karnacja średnio jasna|nie|ręce|zakaz
	🙅🏽‍♀️;kobieta pokazująca gest NIE: karnacja średnia;karnacja średnia|kobieta|kobieta pokazująca gest NIE|kobieta pokazująca gest NIE: karnacja średnia|nie|ręce|zakaz
	🙅🏾‍♀️;kobieta pokazująca gest NIE: karnacja średnio ciemna;karnacja średnio ciemna|kobieta|kobieta pokazująca gest NIE|kobieta pokazująca gest NIE: karnacja średnio ciemna|nie|ręce|zakaz
	🙅🏿‍♀️;kobieta pokazująca gest NIE: karnacja ciemna;karnacja ciemna|kobieta|kobieta pokazująca gest NIE|kobieta pokazująca gest NIE: karnacja ciemna|nie|ręce|zakaz
🙆;osoba pokazująca gest OK;OK|osoba pokazująca gest OK|ręce
	🙆🏻;osoba pokazująca gest OK: karnacja jasna;karnacja jasna|OK|osoba pokazująca gest OK|osoba pokazująca gest OK: karnacja jasna|ręce
	🙆🏼;osoba pokazująca gest OK: karnacja średnio jasna;karnacja średnio jasna|OK|osoba pokazująca gest OK|osoba pokazująca gest OK: karnacja średnio jasna|ręce
	🙆🏽;osoba pokazująca gest OK: karnacja średnia;karnacja średnia|OK|osoba pokazująca gest OK|osoba pokazująca gest OK: karnacja średnia|ręce
	🙆🏾;osoba pokazująca gest OK: karnacja średnio ciemna;karnacja średnio ciemna|OK|osoba pokazująca gest OK|osoba pokazująca gest OK: karnacja średnio ciemna|ręce
	🙆🏿;osoba pokazująca gest OK: karnacja ciemna;karnacja ciemna|OK|osoba pokazująca gest OK|osoba pokazująca gest OK: karnacja ciemna|ręce
🙆‍♂️;mężczyzna pokazujący „ojej!”;mężczyzna|mężczyzna pokazujący „ojej!”|ojej|ręce|zachwyt
	🙆🏻‍♂️;mężczyzna pokazujący „ojej!”: karnacja jasna;karnacja jasna|mężczyzna|mężczyzna pokazujący „ojej!”|mężczyzna pokazujący „ojej!”: karnacja jasna|ojej|ręce|zachwyt
	🙆🏼‍♂️;mężczyzna pokazujący „ojej!”: karnacja średnio jasna;karnacja średnio jasna|mężczyzna|mężczyzna pokazujący „ojej!”|mężczyzna pokazujący „ojej!”: karnacja średnio jasna|ojej|ręce|zachwyt
	🙆🏽‍♂️;mężczyzna pokazujący „ojej!”: karnacja średnia;karnacja średnia|mężczyzna|mężczyzna pokazujący „ojej!”|mężczyzna pokazujący „ojej!”: karnacja średnia|ojej|ręce|zachwyt
	🙆🏾‍♂️;mężczyzna pokazujący „ojej!”: karnacja średnio ciemna;karnacja średnio ciemna|mężczyzna|mężczyzna pokazujący „ojej!”|mężczyzna pokazujący „ojej!”: karnacja średnio ciemna|ojej|ręce|zachwyt
	🙆🏿‍♂️;mężczyzna pokazujący „ojej!”: karnacja ciemna;karnacja ciemna|mężczyzna|mężczyzna pokazujący „ojej!”|mężczyzna pokazujący „ojej!”: karnacja ciemna|ojej|ręce|zachwyt
🙆‍♀️;kobieta pokazująca gest OK;kobieta|kobieta pokazująca gest OK|ręce
	🙆🏻‍♀️;kobieta pokazująca gest OK: karnacja jasna;karnacja jasna|kobieta|kobieta pokazująca gest OK|kobieta pokazująca gest OK: karnacja jasna|ręce
	🙆🏼‍♀️;kobieta pokazująca gest OK: karnacja średnio jasna;karnacja średnio jasna|kobieta|kobieta pokazująca gest OK|kobieta pokazująca gest OK: karnacja średnio jasna|ręce
	🙆🏽‍♀️;kobieta pokazująca gest OK: karnacja średnia;karnacja średnia|kobieta|kobieta pokazująca gest OK|kobieta pokazująca gest OK: karnacja średnia|ręce
	🙆🏾‍♀️;kobieta pokazująca gest OK: karnacja średnio ciemna;karnacja średnio ciemna|kobieta|kobieta pokazująca gest OK|kobieta pokazująca gest OK: karnacja średnio ciemna|ręce
