# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;wyneb yn gwenu â cheg agored;lledwenu|wyneb|wyneb yn gwenu â cheg agored
🙅‍♀️;menyw yn ystumio nad yw’n iawn;gwaharddedig|menyw|menyw yn ystumio nad yw’n iawn|na|ystum
	🙅🏻‍♀️;menyw yn ystumio nad yw’n iawn: arlliw croen golau;arlliw croen golau|gwaharddedig|menyw|menyw yn ystumio nad yw’n iawn|menyw yn ystumio nad yw’n iawn: arlliw croen golau|na|ystum
	🙅🏼‍♀️;menyw yn ystumio nad yw’n iawn: arlliw croen canolig-golau;arlliw croen canolig-golau|gwaharddedig|menyw|menyw yn ystumio nad yw’n iawn|menyw yn ystumio nad yw’n iawn: arlliw croen canolig-golau|na|ystum
	🙅🏽‍♀️;menyw yn ystumio nad yw’n iawn: arlliw croen canolog;arlliw croen canolog|gwaharddedig|menyw|menyw yn ystumio nad yw’n iawn|menyw yn ystumio nad yw’n iawn: arlliw croen canolog|na|ystum
	🙅🏾‍♀️;menyw yn ystumio nad yw’n iawn: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|gwaharddedig|menyw|menyw yn ystumio nad yw’n iawn|menyw yn ystumio nad yw’n iawn: arlliw croen canolig-tywyll|na|ystum
	🙅🏿‍♀️;menyw yn ystumio nad yw’n iawn: arlliw croen tywyll;arlliw croen tywyll|gwaharddedig|menyw|menyw yn ystumio nad yw’n iawn|menyw yn ystumio nad yw’n iawn: arlliw croen tywyll|na|ystum
🙆;person yn ystumio iawn;iawn|llaw|ok|person yn ystumio iawn|ystum
	🙆🏻;person yn ystumio iawn: arlliw croen golau;arlliw croen golau|iawn|llaw|ok|person yn ystumio iawn|person yn ystumio iawn: arlliw croen golau|ystum
	🙆🏼;person yn ystumio iawn: arlliw croen canolig-golau;arlliw croen canolig-golau|iawn|llaw|ok|person yn ystumio iawn|person yn ystumio iawn: arlliw croen canolig-golau|ystum
	🙆🏽;person yn ystumio iawn: arlliw croen canolog;arlliw croen canolog|iawn|llaw|ok|person yn ystumio iawn|person yn ystumio iawn: arlliw croen canolog|ystum
	🙆🏾;person yn ystumio iawn: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|iawn|llaw|ok|person yn ystumio iawn|person yn ystumio iawn: arlliw croen canolig-tywyll|ystum
	🙆🏿;person yn ystumio iawn: arlliw croen tywyll;arlliw croen tywyll|iawn|llaw|ok|person yn ystumio iawn|person yn ystumio iawn: arlliw croen tywyll|ystum
🙆‍♂️;dyn yn ystumio iawn;dyn|dyn yn ystumio iawn|iawn|ok|ystum
	🙆🏻‍♂️;dyn yn ystumio iawn: arlliw croen golau;arlliw croen golau|dyn|dyn yn ystumio iawn|dyn yn ystumio iawn: arlliw croen golau|iawn|ok|ystum
	🙆🏼‍♂️;dyn yn ystumio iawn: arlliw croen canolig-golau;arlliw croen canolig-golau|dyn|dyn yn ystumio iawn|dyn yn ystumio iawn: arlliw croen canolig-golau|iawn|ok|ystum
	🙆🏽‍♂️;dyn yn ystumio iawn: arlliw croen canolog;arlliw croen canolog|dyn|dyn yn ystumio iawn|dyn yn ystumio iawn: arlliw croen canolog|iawn|ok|ystum
	🙆🏾‍♂️;dyn yn ystumio iawn: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dyn|dyn yn ystumio iawn|dyn yn ystumio iawn: arlliw croen canolig-tywyll|iawn|ok|ystum
	🙆🏿‍♂️;dyn yn ystumio iawn: arlliw croen tywyll;arlliw croen tywyll|dyn|dyn yn ystumio iawn|dyn yn ystumio iawn: arlliw croen tywyll|iawn|ok|ystum
🙆‍♀️;menyw yn ystumio iawn;iawn|menyw|menyw yn ystumio iawn|ok|ystum
	🙆🏻‍♀️;menyw yn ystumio iawn: arlliw croen golau;arlliw croen golau|iawn|menyw|menyw yn ystumio iawn|menyw yn ystumio iawn: arlliw croen golau|ok|ystum
	🙆🏼‍♀️;menyw yn ystumio iawn: arlliw croen canolig-golau;arlliw croen canolig-golau|iawn|menyw|menyw yn ystumio iawn|menyw yn ystumio iawn: arlliw croen canolig-golau|ok|ystum
	🙆🏽‍♀️;menyw yn ystumio iawn: arlliw croen canolog;arlliw croen canolog|iawn|menyw|menyw yn ystumio iawn|menyw yn ystumio iawn: arlliw croen canolog|ok|ystum
	🙆🏾‍♀️;menyw yn ystumio iawn: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|iawn|menyw|menyw yn ystumio iawn|menyw yn ystumio iawn: arlliw croen canolig-tywyll|ok|ystum
	🙆🏿‍♀️;menyw yn ystumio iawn: arlliw croen tywyll;arlliw croen tywyll|iawn|menyw|menyw yn ystumio iawn|menyw yn ystumio iawn: arlliw croen tywyll|ok|ystum
💁;person yn gwyro llaw;gwybodaeth|help|llaw|person yn gwyro llaw|tipio
	💁🏻;person yn gwyro llaw: arlliw croen golau;arlliw croen golau|gwybodaeth|help|llaw|person yn gwyro llaw|person yn gwyro llaw: arlliw croen golau|tipio
	💁🏼;person yn gwyro llaw: arlliw croen canolig-golau;arlliw croen canolig-golau|gwybodaeth|help|llaw|person yn gwyro llaw|person yn gwyro llaw: arlliw croen canolig-golau|tipio
	💁🏽;person yn gwyro llaw: arlliw croen canolog;arlliw croen canolog|gwybodaeth|help|llaw|person yn gwyro llaw|person yn gwyro llaw: arlliw croen canolog|tipio
	💁🏾;person yn gwyro llaw: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|gwybodaeth|help|llaw|person yn gwyro llaw|person yn gwyro llaw: arlliw croen canolig-tywyll|tipio
	💁🏿;person yn gwyro llaw: arlliw croen tywyll;arlliw croen tywyll|gwybodaeth|help|llaw|person yn gwyro llaw|person yn gwyro llaw: arlliw croen tywyll|tipio
💁‍♂️;dyn yn gwyro ei law;dyn|dyn yn gwyro ei law|gwybodaeth|llaw|tipio
	💁🏻‍♂️;dyn yn gwyro ei law: arlliw croen golau;arlliw croen golau|dyn|dyn yn gwyro ei law|dyn yn gwyro ei law: arlliw croen golau|gwybodaeth|llaw|tipio
	💁🏼‍♂️;dyn yn gwyro ei law: arlliw croen canolig-golau;arlliw croen canolig-golau|dyn|dyn yn gwyro ei law|dyn yn gwyro ei law: arlliw croen canolig-golau|gwybodaeth|llaw|tipio
	💁🏽‍♂️;dyn yn gwyro ei law: arlliw croen canolog;arlliw croen canolog|dyn|dyn yn gwyro ei law|dyn yn gwyro ei law: arlliw croen canolog|gwybodaeth|llaw|tipio
	💁🏾‍♂️;dyn yn gwyro ei law: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dyn|dyn yn gwyro ei law|dyn yn gwyro ei law: arlliw croen canolig-tywyll|gwybodaeth|llaw|tipio
	💁🏿‍♂️;dyn yn gwyro ei law: arlliw croen tywyll;arlliw croen tywyll|dyn|dyn yn gwyro ei law|dyn yn gwyro ei law: arlliw croen tywyll|gwybodaeth|llaw|tipio
💁‍♀️;menyw yn gwyro ei llaw;gwybodaeth|llaw|menyw|menyw yn gwyro ei llaw|tipio
	💁🏻‍♀️;menyw yn gwyro ei llaw: arlliw croen golau;arlliw croen golau|gwybodaeth|llaw|menyw|menyw yn gwyro ei llaw|menyw yn gwyro ei llaw: arlliw croen golau|tipio
	💁🏼‍♀️;menyw yn gwyro ei llaw: arlliw croen canolig-golau;arlliw croen canolig-golau|gwybodaeth|llaw|menyw|menyw yn gwyro ei llaw|menyw yn gwyro ei llaw: arlliw croen canolig-golau|tipio
	💁🏽‍♀️;menyw yn gwyro ei llaw: arlliw croen canolog;arlliw croen canolog|gwybodaeth|llaw|menyw|menyw yn gwyro ei llaw|menyw yn gwyro ei llaw: arlliw croen canolog|tipio
	💁🏾‍♀️;menyw yn gwyro ei llaw: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|gwybodaeth|llaw|menyw|menyw yn gwyro ei llaw|menyw yn gwyro ei llaw: arlliw croen canolig-tywyll|tipio
	💁🏿‍♀️;menyw yn gwyro ei llaw: arlliw croen tywyll;arlliw croen tywyll|gwybodaeth|llaw|menyw|menyw yn gwyro ei llaw|menyw yn gwyro ei llaw: arlliw croen tywyll|tipio
🙋;person yn codi llaw;hapus|llaw|person yn codi llaw|ystum
	🙋🏻;person yn codi llaw: arlliw croen golau;arlliw croen golau|hapus|llaw|person yn codi llaw|person yn codi llaw: arlliw croen golau|ystum
	🙋🏼;person yn codi llaw: arlliw croen canolig-golau;arlliw croen canolig-golau|hapus|llaw|person yn codi llaw|person yn codi llaw: arlliw croen canolig-golau|ystum
	🙋🏽;person yn codi llaw: arlliw croen canolog;arlliw croen canolog|hapus|llaw|person yn codi llaw|person yn codi llaw: arlliw croen canolog|ystum
	🙋🏾;person yn codi llaw: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|hapus|llaw|person yn codi llaw|person yn codi llaw: arlliw croen canolig-tywyll|ystum
	🙋🏿;person yn codi llaw: arlliw croen tywyll;arlliw croen tywyll|hapus|llaw|person yn codi llaw|person yn codi llaw: arlliw croen tywyll|ystum
🙋‍♂️;dyn yn codi ei law;dyn|dyn yn codi ei law|hapus|llaw|ystum
	🙋🏻‍♂️;dyn yn codi ei law: arlliw croen golau;arlliw croen golau|dyn|dyn yn codi ei law|dyn yn codi ei law: arlliw croen golau|hapus|llaw|ystum
	🙋🏼‍♂️;dyn yn codi ei law: arlliw croen canolig-golau;arlliw croen canolig-golau|dyn|dyn yn codi ei law|dyn yn codi ei law: arlliw croen canolig-golau|hapus|llaw|ystum
	🙋🏽‍♂️;dyn yn codi ei law: arlliw croen canolog;arlliw croen canolog|dyn|dyn yn codi ei law|dyn yn codi ei law: arlliw croen canolog|hapus|llaw|ystum
	🙋🏾‍♂️;dyn yn codi ei law: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dyn|dyn yn codi ei law|dyn yn codi ei law: arlliw croen canolig-tywyll|hapus|llaw|ystum
	🙋🏿‍♂️;dyn yn codi ei law: arlliw croen tywyll;arlliw croen tywyll|dyn|dyn yn codi ei law|dyn yn codi ei law: arlliw croen tywyll|hapus|llaw|ystum
🙋‍♀️;menyw yn codi ei llaw;hapus|llaw|menyw|menyw yn codi ei llaw|ystum
	🙋🏻‍♀️;menyw yn codi ei llaw: arlliw croen golau;arlliw croen golau|hapus|llaw|menyw|menyw yn codi ei llaw|menyw yn codi ei llaw: arlliw croen golau|ystum
	🙋🏼‍♀️;menyw yn codi ei llaw: arlliw croen canolig-golau;arlliw croen canolig-golau|hapus|llaw|menyw|menyw yn codi ei llaw|menyw yn codi ei llaw: arlliw croen canolig-golau|ystum
	🙋🏽‍♀️;menyw yn codi ei llaw: arlliw croen canolog;arlliw croen canolog|hapus|llaw|menyw|menyw yn codi ei llaw|menyw yn codi ei llaw: arlliw croen canolog|ystum
	🙋🏾‍♀️;menyw yn codi ei llaw: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|hapus|llaw|menyw|menyw yn codi ei llaw|menyw yn codi ei llaw: arlliw croen canolig-tywyll|ystum
	🙋🏿‍♀️;menyw yn codi ei llaw: arlliw croen tywyll;arlliw croen tywyll|hapus|llaw|menyw|menyw yn codi ei llaw|menyw yn codi ei llaw: arlliw croen tywyll|ystum
🧏;person byddar;byddar|clust|clywed|hygyrchedd|person byddar
	🧏🏻;person byddar: arlliw croen golau;arlliw croen golau|byddar|clust|clywed|hygyrchedd|person byddar|person byddar: arlliw croen golau
	🧏🏼;person byddar: arlliw croen canolig-golau;arlliw croen canolig-golau|byddar|clust|clywed|hygyrchedd|person byddar|person byddar: arlliw croen canolig-golau
	🧏🏽;person byddar: arlliw croen canolog;arlliw croen canolog|byddar|clust|clywed|hygyrchedd|person byddar|person byddar: arlliw croen canolog
	🧏🏾;person byddar: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|byddar|clust|clywed|hygyrchedd|person byddar|person byddar: arlliw croen canolig-tywyll
	🧏🏿;person byddar: arlliw croen tywyll;arlliw croen tywyll|byddar|clust|clywed|hygyrchedd|person byddar|person byddar: arlliw croen tywyll
🧏‍♂️;dyn byddar;byddar|dyn
	🧏🏻‍♂️;dyn byddar: arlliw croen golau;arlliw croen golau|byddar|dyn|dyn byddar: arlliw croen golau
	🧏🏼‍♂️;dyn byddar: arlliw croen canolig-golau;arlliw croen canolig-golau|byddar|dyn|dyn byddar: arlliw croen canolig-golau
	🧏🏽‍♂️;dyn byddar: arlliw croen canolog;arlliw croen canolog|byddar|dyn|dyn byddar: arlliw croen canolog
	🧏🏾‍♂️;dyn byddar: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|byddar|dyn|dyn byddar: arlliw croen canolig-tywyll
	🧏🏿‍♂️;dyn byddar: arlliw croen tywyll;arlliw croen tywyll|byddar|dyn|dyn byddar: arlliw croen tywyll
🧏‍♀️;menyw fyddar;byddar|menyw|menyw fyddar
	🧏🏻‍♀️;menyw fyddar: arlliw croen golau;arlliw croen golau|byddar|menyw|menyw fyddar|menyw fyddar: arlliw croen golau
	🧏🏼‍♀️;menyw fyddar: arlliw croen canolig-golau;arlliw croen canolig-golau|byddar|menyw|menyw fyddar|menyw fyddar: arlliw croen canolig-golau
	🧏🏽‍♀️;menyw fyddar: arlliw croen canolog;arlliw croen canolog|byddar|menyw|menyw fyddar|menyw fyddar: arlliw croen canolog
	🧏🏾‍♀️;menyw fyddar: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|byddar|menyw|menyw fyddar|menyw fyddar: arlliw croen canolig-tywyll
	🧏🏿‍♀️;menyw fyddar: arlliw croen tywyll;arlliw croen tywyll|byddar|menyw|menyw fyddar|menyw fyddar: arlliw croen tywyll
🙇;person yn ymgrymu;person yn ymgrymu|sori|ymddiheuriad|ymgrymiad|ystum
	🙇🏻;person yn ymgrymu: arlliw croen golau;arlliw croen golau|person yn ymgrymu|person yn ymgrymu: arlliw croen golau|sori|ymddiheuriad|ymgrymiad|ystum
	🙇🏼;person yn ymgrymu: arlliw croen canolig-golau;arlliw croen canolig-golau|person yn ymgrymu|person yn ymgrymu: arlliw croen canolig-golau|sori|ymddiheuriad|ymgrymiad|ystum
	🙇🏽;person yn ymgrymu: arlliw croen canolog;arlliw croen canolog|person yn ymgrymu|person yn ymgrymu: arlliw croen canolog|sori|ymddiheuriad|ymgrymiad|ystum
	🙇🏾;person yn ymgrymu: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|person yn ymgrymu|person yn ymgrymu: arlliw croen canolig-tywyll|sori|ymddiheuriad|ymgrymiad|ystum
	🙇🏿;person yn ymgrymu: arlliw croen tywyll;arlliw croen tywyll|person yn ymgrymu|person yn ymgrymu: arlliw croen tywyll|sori|ymddiheuriad|ymgrymiad|ystum
🙇‍♂️;dyn yn ymgrymu’n isel;dyn|dyn yn ymgrymu’n isel|ffafr|ymddiheuriad|ymgrymiad
	🙇🏻‍♂️;dyn yn ymgrymu’n isel: arlliw croen golau;arlliw croen golau|dyn|dyn yn ymgrymu’n isel|dyn yn ymgrymu’n isel: arlliw croen golau|ffafr|ymddiheuriad|ymgrymiad
	🙇🏼‍♂️;dyn yn ymgrymu’n isel: arlliw croen canolig-golau;arlliw croen canolig-golau|dyn|dyn yn ymgrymu’n isel|dyn yn ymgrymu’n isel: arlliw croen canolig-golau|ffafr|ymddiheuriad|ymgrymiad
	🙇🏽‍♂️;dyn yn ymgrymu’n isel: arlliw croen canolog;arlliw croen canolog|dyn|dyn yn ymgrymu’n isel|dyn yn ymgrymu’n isel: arlliw croen canolog|ffafr|ymddiheuriad|ymgrymiad
	🙇🏾‍♂️;dyn yn ymgrymu’n isel: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|dyn|dyn yn ymgrymu’n isel|dyn yn ymgrymu’n isel: arlliw croen canolig-tywyll|ffafr|ymddiheuriad|ymgrymiad
	🙇🏿‍♂️;dyn yn ymgrymu’n isel: arlliw croen tywyll;arlliw croen tywyll|dyn|dyn yn ymgrymu’n isel|dyn yn ymgrymu’n isel: arlliw croen tywyll|ffafr|ymddiheuriad|ymgrymiad
🙇‍♀️;menyw yn ymgrymu’n isel;ffafr|menyw|menyw yn ymgrymu’n isel|ymddiheuriad|ymgrymiad
	🙇🏻‍♀️;menyw yn ymgrymu’n isel: arlliw croen golau;arlliw croen golau|ffafr|menyw|menyw yn ymgrymu’n isel|menyw yn ymgrymu’n isel: arlliw croen golau|ymddiheuriad|ymgrymiad
	🙇🏼‍♀️;menyw yn ymgrymu’n isel: arlliw croen canolig-golau;arlliw croen canolig-golau|ffafr|menyw|menyw yn ymgrymu’n isel|menyw yn ymgrymu’n isel: arlliw croen canolig-golau|ymddiheuriad|ymgrymiad
	🙇🏽‍♀️;menyw yn ymgrymu’n isel: arlliw croen canolog;arlliw croen canolog|ffafr|menyw|menyw yn ymgrymu’n isel|menyw yn ymgrymu’n isel: arlliw croen canolog|ymddiheuriad|ymgrymiad
	🙇🏾‍♀️;menyw yn ymgrymu’n isel: arlliw croen canolig-tywyll;arlliw croen canolig-tywyll|ffafr|menyw|menyw yn ymgrymu’n isel|menyw yn ymgrymu’n isel: arlliw croen canolig-tywyll|ymddiheuriad|ymgrymiad
	🙇🏿‍♀️;menyw yn ymgrymu’n isel: arlliw croen tywyll;arlliw croen tywyll|ffafr|menyw|menyw yn ymgrymu’n isel|menyw yn ymgrymu’n isel: arlliw croen tywyll|ymddiheuriad|ymgrymiad
🤦;cledr i’r wyneb;anghrediniaeth|cledr|cledr i’r wyneb|cythrudd|wyneb
	🤦🏻;cledr i’r wyneb: arlliw croen golau;anghrediniaeth|arlliw croen golau|cledr|cledr i’r wyneb|cledr i’r wyneb: arlliw croen golau|cythrudd|wyneb
	🤦🏼;cledr i’r wyneb: arlliw croen canolig-golau;anghrediniaeth|arlliw croen canolig-golau|cledr|cledr i’r wyneb|cledr i’r wyneb: arlliw croen canolig-golau|cythrudd|wyneb
	🤦🏽;cledr i’r wyneb: arlliw croen canolog;anghrediniaeth|arlliw croen canolog|cledr|cledr i’r wyneb|cledr i’r wyneb: arlliw croen canolog|cythrudd|wyneb
	🤦🏾;cledr i’r wyneb: arlliw croen canolig-tywyll;anghrediniaeth|arlliw croen canolig-tywyll|cledr|cledr i’r wyneb|cledr i’r wyneb: arlliw croen canolig-tywyll|cythrudd|wyneb
	🤦🏿;cledr i’r wyneb: arlliw croen tywyll;anghrediniaeth|arlliw croen tywyll|cledr|cledr i’r wyneb|cledr i’r wyneb: arlliw croen tywyll|cythrudd|wyneb
🤦‍♂️;dyn yn codi cledr i’w wyneb;anghoel|cledr|cythrudd|dyn|dyn yn codi cledr i’w wyneb
	🤦🏻‍♂️;dyn yn codi cledr i’w wyneb: arlliw croen golau;anghoel|arlliw croen golau|cledr|cythrudd|dyn|dyn yn codi cledr i’w wyneb|dyn yn codi cledr i’w wyneb: arlliw croen golau
	🤦🏼‍♂️;dyn yn codi cledr i’w wyneb: arlliw croen canolig-golau;anghoel|arlliw croen canolig-golau|cledr|cythrudd|dyn|dyn yn codi cledr i’w wyneb|dyn yn codi cledr i’w wyneb: arlliw croen canolig-golau
	🤦🏽‍♂️;dyn yn codi cledr i’w wyneb: arlliw croen canolog;anghoel|arlliw croen canolog|cledr|cythrudd|dyn|dyn yn codi cledr i’w wyneb|dyn yn codi cledr i’w wyneb: arlliw croen canolog
	🤦🏾‍♂️;dyn yn codi cledr i’w wyneb: arlliw croen canolig-tywyll;anghoel|arlliw croen canolig-tywyll|cledr|cythrudd|dyn|dyn yn codi cledr i’w wyneb|dyn yn codi cledr i’w wyneb: arlliw croen canolig-tywyll
	🤦🏿‍♂️;dyn yn codi cledr i’w wyneb: arlliw croen tywyll;anghoel|arlliw croen tywyll|cledr|cythrudd|dyn|dyn yn codi cledr i’w wyneb|dyn yn codi cledr i’w wyneb: arlliw croen tywyll
🤦‍♀️;menyw yn codi cledr i’w wyneb;anghoel|cledr|cythrudd|menyw|menyw yn codi cledr i’w wyneb
	🤦🏻‍♀️;menyw yn codi cledr i’w wyneb: arlliw croen golau;anghoel|arlliw croen golau|cledr|cythrudd|menyw|menyw yn codi cledr i’w wyneb|menyw yn codi cledr i’w wyneb: arlliw croen golau
	🤦🏼‍♀️;menyw yn codi cledr i’w wyneb: arlliw croen canolig-golau;anghoel|arlliw croen canolig-golau|cledr|cythrudd|menyw|menyw yn codi cledr i’w wyneb|menyw yn codi cledr i’w wyneb: arlliw croen canolig-golau
	🤦🏽‍♀️;menyw yn codi cledr i’w wyneb: arlliw croen canolog;anghoel|arlliw croen canolog|cledr|cythrudd|menyw|menyw yn codi cledr i’w wyneb|menyw yn codi cledr i’w wyneb: arlliw croen canolog
	🤦🏾‍♀️;menyw yn codi cledr i’w wyneb: arlliw croen canolig-tywyll;anghoel|arlliw croen canolig-tywyll|cledr|cythrudd|menyw|menyw yn codi cledr i’w wyneb|menyw yn codi cledr i’w wyneb: arlliw croen canolig-tywyll
	🤦🏿‍♀️;menyw yn codi cledr i’w wyneb: arlliw croen tywyll;anghoel|arlliw croen tywyll|cledr|cythrudd|menyw|menyw yn codi cledr i’w wyneb|menyw yn codi cledr i’w wyneb: arlliw croen tywyll
🤷;codi gwar;amheuaeth|anwybodaeth|codi gwar|difaterwch
	🤷🏻;codi gwar: arlliw croen golau;amheuaeth|anwybodaeth|arlliw croen golau|codi gwar|codi gwar: arlliw croen golau|difaterwch
	🤷🏼;codi gwar: arlliw croen canolig-golau;amheuaeth|anwybodaeth|arlliw croen canolig-golau|codi gwar|codi gwar: arlliw croen canolig-golau|difaterwch
	🤷🏽;codi gwar: arlliw croen canolog;amheuaeth|anwybodaeth|arlliw croen canolog|codi gwar|codi gwar: arlliw croen canolog|difaterwch
	🤷🏾;codi gwar: arlliw croen canolig-tywyll;amheuaeth|anwybodaeth|arlliw croen canolig-tywyll|codi gwar|codi gwar: arlliw croen canolig-tywyll|difaterwch
	🤷🏿;codi gwar: arlliw croen tywyll;amheuaeth|anwybodaeth|arlliw croen tywyll|codi gwar|codi gwar: arlliw croen tywyll|difaterwch
🤷‍♂️;dyn yn codi gwar;amheuaeth|anwybodaeth|codi gwar|dyn|dyn yn codi gwar
	🤷🏻‍♂️;dyn yn codi gwar: arlliw croen golau;amheuaeth|anwybodaeth|arlliw croen golau|codi gwar|dyn|dyn yn codi gwar|dyn yn codi gwar: arlliw croen golau
	🤷🏼‍♂️;dyn yn codi gwar: arlliw croen canolig-golau;amheuaeth|anwybodaeth|arlliw croen canolig-golau|codi gwar|dyn|dyn yn codi gwar|dyn yn codi gwar: arlliw croen canolig-golau
	🤷🏽‍♂️;dyn yn codi gwar: arlliw croen canolog;amheuaeth|anwybodaeth|arlliw croen canolog|codi gwar|dyn|dyn yn codi gwar|dyn yn codi gwar: arlliw croen canolog
	🤷🏾‍♂️;dyn yn codi gwar: arlliw croen canolig-tywyll;amheuaeth|anwybodaeth|arlliw croen canolig-tywyll|codi gwar|dyn|dyn yn codi gwar|dyn yn codi gwar: arlliw croen canolig-tywyll
	🤷🏿‍♂️;dyn yn codi gwar: arlliw croen tywyll;amheuaeth|anwybodaeth|arlliw croen tywyll|codi gwar|dyn|dyn yn codi gwar|dyn yn codi gwar: arlliw croen tywyll
🤷‍♀️;menyw yn codi gwar;amheuaeth|anwybodaeth|codi gwar|menyw|menyw yn codi gwar
	🤷🏻‍♀️;menyw yn codi gwar: arlliw croen golau;amheuaeth|anwybodaeth|arlliw croen golau|codi gwar|menyw|menyw yn codi gwar|menyw yn codi gwar: arlliw croen golau
	🤷🏼‍♀️;menyw yn codi gwar: arlliw croen canolig-golau;amheuaeth|anwybodaeth|arlliw croen canolig-golau|codi gwar|menyw|menyw yn codi gwar|menyw yn codi gwar: arlliw croen canolig-golau
	🤷🏽‍♀️;menyw yn codi gwar: arlliw croen canolog;amheuaeth|anwybodaeth|arlliw croen canolog|codi gwar|menyw|menyw yn codi gwar|menyw yn codi gwar: arlliw croen canolog
	🤷🏾‍♀️;menyw yn codi gwar: arlliw croen canolig-tywyll;amheuaeth|anwybodaeth|arlliw croen canolig-tywyll|codi gwar|menyw|menyw yn codi gwar|menyw yn codi gwar: arlliw croen canolig-tywyll
	🤷🏿‍♀️;menyw yn codi gwar: arlliw croen tywyll;amheuaeth|anwybodaeth|arlliw croen tywyll|codi gwar|menyw|menyw yn codi gwar|menyw yn codi gwar: arlliw croen tywyll
