# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;fytyrë e zgërdheshur;fytyrë|fytyrë e zgërdheshur|zgërdheshje|zgërdhihem
	🙋🏼;njeri i gëzuar që ngre dorën: nuancë lëkure gjysmë e çelët;dorë|e gëzuar|e ngritur|gjest|njeri i gëzuar që ngre dorën|njeri i gëzuar që ngre dorën: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët
	🙋🏽;njeri i gëzuar që ngre dorën: nuancë lëkure zeshkane;dorë|e gëzuar|e ngritur|gjest|njeri i gëzuar që ngre dorën|njeri i gëzuar që ngre dorën: nuancë lëkure zeshkane|nuancë lëkure zeshkane
	🙋🏾;njeri i gëzuar që ngre dorën: nuancë lëkure gjysmë e errët;dorë|e gëzuar|e ngritur|gjest|njeri i gëzuar që ngre dorën|njeri i gëzuar që ngre dorën: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët
	🙋🏿;njeri i gëzuar që ngre dorën: nuancë lëkure e errët;dorë|e gëzuar|e ngritur|gjest|njeri i gëzuar që ngre dorën|njeri i gëzuar që ngre dorën: nuancë lëkure e errët|nuancë lëkure e errët
🙋‍♂️;burrë që ngre dorën;burrë|burrë që ngre dorën|dorë e ngritur|gjest
	🙋🏻‍♂️;burrë që ngre dorën: nuancë lëkure e çelët;burrë|burrë që ngre dorën|burrë që ngre dorën: nuancë lëkure e çelët|dorë e ngritur|gjest|nuancë lëkure e çelët
	🙋🏼‍♂️;burrë që ngre dorën: nuancë lëkure gjysmë e çelët;burrë|burrë që ngre dorën|burrë që ngre dorën: nuancë lëkure gjysmë e çelët|dorë e ngritur|gjest|nuancë lëkure gjysmë e çelët
	🙋🏽‍♂️;burrë që ngre dorën: nuancë lëkure zeshkane;burrë|burrë që ngre dorën|burrë që ngre dorën: nuancë lëkure zeshkane|dorë e ngritur|gjest|nuancë lëkure zeshkane
	🙋🏾‍♂️;burrë që ngre dorën: nuancë lëkure gjysmë e errët;burrë|burrë që ngre dorën|burrë që ngre dorën: nuancë lëkure gjysmë e errët|dorë e ngritur|gjest|nuancë lëkure gjysmë e errët
	🙋🏿‍♂️;burrë që ngre dorën: nuancë lëkure e errët;burrë|burrë që ngre dorën|burrë që ngre dorën: nuancë lëkure e errët|dorë e ngritur|gjest|nuancë lëkure e errët
🙋‍♀️;grua që ngre dorën;dorë e ngritur|gjest|grua|grua që ngre dorën
	🙋🏻‍♀️;grua që ngre dorën: nuancë lëkure e çelët;dorë e ngritur|gjest|grua|grua që ngre dorën|grua që ngre dorën: nuancë lëkure e çelët|nuancë lëkure e çelët
	🙋🏼‍♀️;grua që ngre dorën: nuancë lëkure gjysmë e çelët;dorë e ngritur|gjest|grua|grua që ngre dorën|grua që ngre dorën: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët
	🙋🏽‍♀️;grua që ngre dorën: nuancë lëkure zeshkane;dorë e ngritur|gjest|grua|grua që ngre dorën|grua që ngre dorën: nuancë lëkure zeshkane|nuancë lëkure zeshkane
	🙋🏾‍♀️;grua që ngre dorën: nuancë lëkure gjysmë e errët;dorë e ngritur|gjest|grua|grua që ngre dorën|grua që ngre dorën: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët
	🙋🏿‍♀️;grua që ngre dorën: nuancë lëkure e errët;dorë e ngritur|gjest|grua|grua që ngre dorën|grua që ngre dorën: nuancë lëkure e errët|nuancë lëkure e errët
🧏;person i shurdhër;dëgjim|i shurdhër|person i shurdhër|qasshmëri|vesh
	🧏🏻;person i shurdhër: nuancë lëkure e çelët;dëgjim|i shurdhër|nuancë lëkure e çelët|person i shurdhër|person i shurdhër: nuancë lëkure e çelët|qasshmëri|vesh
	🧏🏼;person i shurdhër: nuancë lëkure gjysmë e çelët;dëgjim|i shurdhër|nuancë lëkure gjysmë e çelët|person i shurdhër|person i shurdhër: nuancë lëkure gjysmë e çelët|qasshmëri|vesh
	🧏🏽;person i shurdhër: nuancë lëkure zeshkane;dëgjim|i shurdhër|nuancë lëkure zeshkane|person i shurdhër|person i shurdhër: nuancë lëkure zeshkane|qasshmëri|vesh
	🧏🏾;person i shurdhër: nuancë lëkure gjysmë e errët;dëgjim|i shurdhër|nuancë lëkure gjysmë e errët|person i shurdhër|person i shurdhër: nuancë lëkure gjysmë e errët|qasshmëri|vesh
	🧏🏿;person i shurdhër: nuancë lëkure e errët;dëgjim|i shurdhër|nuancë lëkure e errët|person i shurdhër|person i shurdhër: nuancë lëkure e errët|qasshmëri|vesh
🧏‍♂️;burrë i shurdhër;burrë|burrë i shurdhër|i shurdhër
	🧏🏻‍♂️;burrë i shurdhër: nuancë lëkure e çelët;burrë|burrë i shurdhër|burrë i shurdhër: nuancë lëkure e çelët|i shurdhër|nuancë lëkure e çelët
	🧏🏼‍♂️;burrë i shurdhër: nuancë lëkure gjysmë e çelët;burrë|burrë i shurdhër|burrë i shurdhër: nuancë lëkure gjysmë e çelët|i shurdhër|nuancë lëkure gjysmë e çelët
	🧏🏽‍♂️;burrë i shurdhër: nuancë lëkure zeshkane;burrë|burrë i shurdhër|burrë i shurdhër: nuancë lëkure zeshkane|i shurdhër|nuancë lëkure zeshkane
	🧏🏾‍♂️;burrë i shurdhër: nuancë lëkure gjysmë e errët;burrë|burrë i shurdhër|burrë i shurdhër: nuancë lëkure gjysmë e errët|i shurdhër|nuancë lëkure gjysmë e errët
	🧏🏿‍♂️;burrë i shurdhër: nuancë lëkure e errët;burrë|burrë i shurdhër|burrë i shurdhër: nuancë lëkure e errët|i shurdhër|nuancë lëkure e errët
🧏‍♀️;grua e shurdhër;e shurdhër|grua|grua e shurdhër
	🧏🏻‍♀️;grua e shurdhër: nuancë lëkure e çelët;e shurdhër|grua|grua e shurdhër|grua e shurdhër: nuancë lëkure e çelët|nuancë lëkure e çelët
	🧏🏼‍♀️;grua e shurdhër: nuancë lëkure gjysmë e çelët;e shurdhër|grua|grua e shurdhër|grua e shurdhër: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët
	🧏🏽‍♀️;grua e shurdhër: nuancë lëkure zeshkane;e shurdhër|grua|grua e shurdhër|grua e shurdhër: nuancë lëkure zeshkane|nuancë lëkure zeshkane
	🧏🏾‍♀️;grua e shurdhër: nuancë lëkure gjysmë e errët;e shurdhër|grua|grua e shurdhër|grua e shurdhër: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët
	🧏🏿‍♀️;grua e shurdhër: nuancë lëkure e errët;e shurdhër|grua|grua e shurdhër|grua e shurdhër: nuancë lëkure e errët|nuancë lëkure e errët
🙇;njeri i përkulur;falje|gjest|njeri i përkulur|përkulje|shfajësim
	🙇🏻;njeri i përkulur: nuancë lëkure e çelët;falje|gjest|njeri i përkulur|njeri i përkulur: nuancë lëkure e çelët|nuancë lëkure e çelët|përkulje|shfajësim
	🙇🏼;njeri i përkulur: nuancë lëkure gjysmë e çelët;falje|gjest|njeri i përkulur|njeri i përkulur: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët|përkulje|shfajësim
	🙇🏽;njeri i përkulur: nuancë lëkure zeshkane;falje|gjest|njeri i përkulur|njeri i përkulur: nuancë lëkure zeshkane|nuancë lëkure zeshkane|përkulje|shfajësim
	🙇🏾;njeri i përkulur: nuancë lëkure gjysmë e errët;falje|gjest|njeri i përkulur|njeri i përkulur: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët|përkulje|shfajësim
	🙇🏿;njeri i përkulur: nuancë lëkure e errët;falje|gjest|njeri i përkulur|njeri i përkulur: nuancë lëkure e errët|nuancë lëkure e errët|përkulje|shfajësim
🙇‍♂️;burrë që përkulet për falje;burrë që përkulet për falje|falje|gjest|ndjesë
	🙇🏻‍♂️;burrë që përkulet për falje: nuancë lëkure e çelët;burrë që përkulet për falje|burrë që përkulet për falje: nuancë lëkure e çelët|falje|gjest|ndjesë|nuancë lëkure e çelët
	🙇🏼‍♂️;burrë që përkulet për falje: nuancë lëkure gjysmë e çelët;burrë që përkulet për falje|burrë që përkulet për falje: nuancë lëkure gjysmë e çelët|falje|gjest|ndjesë|nuancë lëkure gjysmë e çelët
	🙇🏽‍♂️;burrë që përkulet për falje: nuancë lëkure zeshkane;burrë që përkulet për falje|burrë që përkulet për falje: nuancë lëkure zeshkane|falje|gjest|ndjesë|nuancë lëkure zeshkane
	🙇🏾‍♂️;burrë që përkulet për falje: nuancë lëkure gjysmë e errët;burrë që përkulet për falje|burrë që përkulet për falje: nuancë lëkure gjysmë e errët|falje|gjest|ndjesë|nuancë lëkure gjysmë e errët
	🙇🏿‍♂️;burrë që përkulet për falje: nuancë lëkure e errët;burrë që përkulet për falje|burrë që përkulet për falje: nuancë lëkure e errët|falje|gjest|ndjesë|nuancë lëkure e errët
🙇‍♀️;grua që përkulet për falje;falje|gjest|grua që përkulet për falje|ndjesë
	🙇🏻‍♀️;grua që përkulet për falje: nuancë lëkure e çelët;falje|gjest|grua që përkulet për falje|grua që përkulet për falje: nuancë lëkure e çelët|ndjesë|nuancë lëkure e çelët
	🙇🏼‍♀️;grua që përkulet për falje: nuancë lëkure gjysmë e çelët;falje|gjest|grua që përkulet për falje|grua që përkulet për falje: nuancë lëkure gjysmë e çelët|ndjesë|nuancë lëkure gjysmë e çelët
	🙇🏽‍♀️;grua që përkulet për falje: nuancë lëkure zeshkane;falje|gjest|grua që përkulet për falje|grua që përkulet për falje: nuancë lëkure zeshkane|ndjesë|nuancë lëkure zeshkane
	🙇🏾‍♀️;grua që përkulet për falje: nuancë lëkure gjysmë e errët;falje|gjest|grua që përkulet për falje|grua që përkulet për falje: nuancë lëkure gjysmë e errët|ndjesë|nuancë lëkure gjysmë e errët
	🙇🏿‍♀️;grua që përkulet për falje: nuancë lëkure e errët;falje|gjest|grua që përkulet për falje|grua që përkulet për falje: nuancë lëkure e errët|ndjesë|nuancë lëkure e errët
🤦;fytyrë me pëllëmbë në ballë;fytyrë|fytyrë me pëllëmbë në ballë|mosbesim|nervozizëm|pëllëmbë në ballë
	🤦🏻;fytyrë me pëllëmbë në ballë: nuancë lëkure e çelët;fytyrë|fytyrë me pëllëmbë në ballë|fytyrë me pëllëmbë në ballë: nuancë lëkure e çelët|mosbesim|nervozizëm|nuancë lëkure e çelët|pëllëmbë në ballë
	🤦🏼;fytyrë me pëllëmbë në ballë: nuancë lëkure gjysmë e çelët;fytyrë|fytyrë me pëllëmbë në ballë|fytyrë me pëllëmbë në ballë: nuancë lëkure gjysmë e çelët|mosbesim|nervozizëm|nuancë lëkure gjysmë e çelët|pëllëmbë në ballë
	🤦🏽;fytyrë me pëllëmbë në ballë: nuancë lëkure zeshkane;fytyrë|fytyrë me pëllëmbë në ballë|fytyrë me pëllëmbë në ballë: nuancë lëkure zeshkane|mosbesim|nervozizëm|nuancë lëkure zeshkane|pëllëmbë në ballë
	🤦🏾;fytyrë me pëllëmbë në ballë: nuancë lëkure gjysmë e errët;fytyrë|fytyrë me pëllëmbë në ballë|fytyrë me pëllëmbë në ballë: nuancë lëkure gjysmë e errët|mosbesim|nervozizëm|nuancë lëkure gjysmë e errët|pëllëmbë në ballë
	🤦🏿;fytyrë me pëllëmbë në ballë: nuancë lëkure e errët;fytyrë|fytyrë me pëllëmbë në ballë|fytyrë me pëllëmbë në ballë: nuancë lëkure e errët|mosbesim|nervozizëm|nuancë lëkure e errët|pëllëmbë në ballë
🤦‍♂️;burrë që vë dorën në kokë;burrë|burrë që vë dorën në kokë|mosbesim|pëllëmbë në ballë
	🤦🏻‍♂️;burrë që vë dorën në kokë: nuancë lëkure e çelët;burrë|burrë që vë dorën në kokë|burrë që vë dorën në kokë: nuancë lëkure e çelët|mosbesim|nuancë lëkure e çelët|pëllëmbë në ballë
	🤦🏼‍♂️;burrë që vë dorën në kokë: nuancë lëkure gjysmë e çelët;burrë|burrë që vë dorën në kokë|burrë që vë dorën në kokë: nuancë lëkure gjysmë e çelët|mosbesim|nuancë lëkure gjysmë e çelët|pëllëmbë në ballë
	🤦🏽‍♂️;burrë që vë dorën në kokë: nuancë lëkure zeshkane;burrë|burrë që vë dorën në kokë|burrë që vë dorën në kokë: nuancë lëkure zeshkane|mosbesim|nuancë lëkure zeshkane|pëllëmbë në ballë
	🤦🏾‍♂️;burrë që vë dorën në kokë: nuancë lëkure gjysmë e errët;burrë|burrë që vë dorën në kokë|burrë që vë dorën në kokë: nuancë lëkure gjysmë e errët|mosbesim|nuancë lëkure gjysmë e errët|pëllëmbë në ballë
	🤦🏿‍♂️;burrë që vë dorën në kokë: nuancë lëkure e errët;burrë|burrë që vë dorën në kokë|burrë që vë dorën në kokë: nuancë lëkure e errët|mosbesim|nuancë lëkure e errët|pëllëmbë në ballë
🤦‍♀️;grua që vë dorën në kokë;burrë|grua që vë dorën në kokë|mosbesim|pëllëmbë në ballë
	🤦🏻‍♀️;grua që vë dorën në kokë: nuancë lëkure e çelët;burrë|grua që vë dorën në kokë|grua që vë dorën në kokë: nuancë lëkure e çelët|mosbesim|nuancë lëkure e çelët|pëllëmbë në ballë
	🤦🏼‍♀️;grua që vë dorën në kokë: nuancë lëkure gjysmë e çelët;burrë|grua që vë dorën në kokë|grua që vë dorën në kokë: nuancë lëkure gjysmë e çelët|mosbesim|nuancë lëkure gjysmë e çelët|pëllëmbë në ballë
	🤦🏽‍♀️;grua që vë dorën në kokë: nuancë lëkure zeshkane;burrë|grua që vë dorën në kokë|grua që vë dorën në kokë: nuancë lëkure zeshkane|mosbesim|nuancë lëkure zeshkane|pëllëmbë në ballë
	🤦🏾‍♀️;grua që vë dorën në kokë: nuancë lëkure gjysmë e errët;burrë|grua që vë dorën në kokë|grua që vë dorën në kokë: nuancë lëkure gjysmë e errët|mosbesim|nuancë lëkure gjysmë e errët|pëllëmbë në ballë
	🤦🏿‍♀️;grua që vë dorën në kokë: nuancë lëkure e errët;burrë|grua që vë dorën në kokë|grua që vë dorën në kokë: nuancë lëkure e errët|mosbesim|nuancë lëkure e errët|pëllëmbë në ballë
🤷;ngritje supesh;dyshime|indiferencë|injorancë|ngritje supesh
	🤷🏻;ngritje supesh: nuancë lëkure e çelët;dyshime|indiferencë|injorancë|ngritje supesh|ngritje supesh: nuancë lëkure e çelët|nuancë lëkure e çelët
	🤷🏼;ngritje supesh: nuancë lëkure gjysmë e çelët;dyshime|indiferencë|injorancë|ngritje supesh|ngritje supesh: nuancë lëkure gjysmë e çelët|nuancë lëkure gjysmë e çelët
	🤷🏽;ngritje supesh: nuancë lëkure zeshkane;dyshime|indiferencë|injorancë|ngritje supesh|ngritje supesh: nuancë lëkure zeshkane|nuancë lëkure zeshkane
	🤷🏾;ngritje supesh: nuancë lëkure gjysmë e errët;dyshime|indiferencë|injorancë|ngritje supesh|ngritje supesh: nuancë lëkure gjysmë e errët|nuancë lëkure gjysmë e errët
	🤷🏿;ngritje supesh: nuancë lëkure e errët;dyshime|indiferencë|injorancë|ngritje supesh|ngritje supesh: nuancë lëkure e errët|nuancë lëkure e errët
🤷‍♂️;burrë që ngre supet;burrë|burrë që ngre supet|dyshime|indiferencë|ngritje supesh
	🤷🏻‍♂️;burrë që ngre supet: nuancë lëkure e çelët;burrë|burrë që ngre supet|burrë që ngre supet: nuancë lëkure e çelët|dyshime|indiferencë|ngritje supesh|nuancë lëkure e çelët
	🤷🏼‍♂️;burrë që ngre supet: nuancë lëkure gjysmë e çelët;burrë|burrë që ngre supet|burrë që ngre supet: nuancë lëkure gjysmë e çelët|dyshime|indiferencë|ngritje supesh|nuancë lëkure gjysmë e çelët
	🤷🏽‍♂️;burrë që ngre supet: nuancë lëkure zeshkane;burrë|burrë që ngre supet|burrë që ngre supet: nuancë lëkure zeshkane|dyshime|indiferencë|ngritje supesh|nuancë lëkure zeshkane
	🤷🏾‍♂️;burrë që ngre supet: nuancë lëkure gjysmë e errët;burrë|burrë që ngre supet|burrë që ngre supet: nuancë lëkure gjysmë e errët|dyshime|indiferencë|ngritje supesh|nuancë lëkure gjysmë e errët
	🤷🏿‍♂️;burrë që ngre supet: nuancë lëkure e errët;burrë|burrë që ngre supet|burrë që ngre supet: nuancë lëkure e errët|dyshime|indiferencë|ngritje supesh|nuancë lëkure e errët
🤷‍♀️;grua që ngre supet;dyshime|grua|grua që ngre supet|indiferencë|ngritje supesh
	🤷🏻‍♀️;grua që ngre supet: nuancë lëkure e çelët;dyshime|grua|grua që ngre supet|grua që ngre supet: nuancë lëkure e çelët|indiferencë|ngritje supesh|nuancë lëkure e çelët
	🤷🏼‍♀️;grua që ngre supet: nuancë lëkure gjysmë e çelët;dyshime|grua|grua që ngre supet|grua që ngre supet: nuancë lëkure gjysmë e çelët|indiferencë|ngritje supesh|nuancë lëkure gjysmë e çelët
	🤷🏽‍♀️;grua që ngre supet: nuancë lëkure zeshkane;dyshime|grua|grua që ngre supet|grua që ngre supet: nuancë lëkure zeshkane|indiferencë|ngritje supesh|nuancë lëkure zeshkane
	🤷🏾‍♀️;grua që ngre supet: nuancë lëkure gjysmë e errët;dyshime|grua|grua që ngre supet|grua që ngre supet: nuancë lëkure gjysmë e errët|indiferencë|ngritje supesh|nuancë lëkure gjysmë e errët
	🤷🏿‍♀️;grua që ngre supet: nuancë lëkure e errët;dyshime|grua|grua që ngre supet|grua që ngre supet: nuancë lëkure e errët|indiferencë|ngritje supesh|nuancë lëkure e errët
🧑‍⚕️;person punonjës shëndetësor;doktor|infermier|person punonjës shëndetësor|punonjës shëndetësor|shëndetësi|terapeut
	🧑🏻‍⚕️;person punonjës shëndetësor: nuancë lëkure e çelët;doktor|infermier|nuancë lëkure e çelët|person punonjës shëndetësor|person punonjës shëndetësor: nuancë lëkure e çelët|punonjës shëndetësor|shëndetësi|terapeut
	🧑🏼‍⚕️;person punonjës shëndetësor: nuancë lëkure gjysmë e çelët;doktor|infermier|nuancë lëkure gjysmë e çelët|person punonjës shëndetësor|person punonjës shëndetësor: nuancë lëkure gjysmë e çelët|punonjës shëndetësor|shëndetësi|terapeut
	🧑🏽‍⚕️;person punonjës shëndetësor: nuancë lëkure zeshkane;doktor|infermier|nuancë lëkure zeshkane|person punonjës shëndetësor|person punonjës shëndetësor: nuancë lëkure zeshkane|punonjës shëndetësor|shëndetësi|terapeut
	🧑🏾‍⚕️;person punonjës shëndetësor: nuancë lëkure gjysmë e errët;doktor|infermier|nuancë lëkure gjysmë e errët|person punonjës shëndetësor|person punonjës shëndetësor: nuancë lëkure gjysmë e errët|punonjës shëndetësor|shëndetësi|terapeut
	🧑🏿‍⚕️;person punonjës shëndetësor: nuancë lëkure e errët;doktor|infermier|nuancë lëkure e errët|person punonjës shëndetësor|person punonjës shëndetësor: nuancë lëkure e errët|punonjës shëndetësor|shëndetësi|terapeut
👨‍⚕️;punonjës shëndetësor;burrë|doktor|infermier|kujdes mjekësor|punonjës shëndetësor
	👨🏻‍⚕️;punonjës shëndetësor: nuancë lëkure e çelët;burrë|doktor|infermier|kujdes mjekësor|nuancë lëkure e çelët|punonjës shëndetësor|punonjës shëndetësor: nuancë lëkure e çelët
	👨🏼‍⚕️;punonjës shëndetësor: nuancë lëkure gjysmë e çelët;burrë|doktor|infermier|kujdes mjekësor|nuancë lëkure gjysmë e çelët|punonjës shëndetësor|punonjës shëndetësor: nuancë lëkure gjysmë e çelët
	👨🏽‍⚕️;punonjës shëndetësor: nuancë lëkure zeshkane;burrë|doktor|infermier|kujdes mjekësor|nuancë lëkure zeshkane|punonjës shëndetësor|punonjës shëndetësor: nuancë lëkure zeshkane
