# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;se zubjece woblico;luštne|se zubjece woblico|woblico|wótcynjona guba
	🧑🏾‍🦰;dorosćony: srjejźnośamna barwa kóže, cerwjene włosy;cerwjene włosy|dorosćony|dorosćony: srjejźnośamna barwa kóže, cerwjene włosy|pó roźe neutralny|srjejźnośamna barwa kóže
	🧑🏿‍🦰;dorosćony: śamna barwa kóže, cerwjene włosy;cerwjene włosy|dorosćony|dorosćony: śamna barwa kóže, cerwjene włosy|pó roźe neutralny|śamna barwa kóže
👩‍🦱;žeńska: kuźerate włosy;kuźerate włosy|žeńska|žeńska: dorosćona|žeńska: kuźerate włosy
	👩🏻‍🦱;žeńska: swětła barwa kóže, kuźerate włosy;kuźerate włosy|swětła barwa kóže|žeńska|žeńska: dorosćona|žeńska: swětła barwa kóže, kuźerate włosy
	👩🏼‍🦱;žeńska: srjejźnoswětła barwa kóže, kuźerate włosy;kuźerate włosy|srjejźnoswětła barwa kóže|žeńska|žeńska: dorosćona|žeńska: srjejźnoswětła barwa kóže, kuźerate włosy
	👩🏽‍🦱;žeńska: wósrědna barwa kóže, kuźerate włosy;kuźerate włosy|wósrědna barwa kóže|žeńska|žeńska: dorosćona|žeńska: wósrědna barwa kóže, kuźerate włosy
	👩🏾‍🦱;žeńska: srjejźnośamna barwa kóže, kuźerate włosy;kuźerate włosy|srjejźnośamna barwa kóže|žeńska|žeńska: dorosćona|žeńska: srjejźnośamna barwa kóže, kuźerate włosy
	👩🏿‍🦱;žeńska: śamna barwa kóže, kuźerate włosy;kuźerate włosy|śamna barwa kóže|žeńska|žeńska: dorosćona|žeńska: śamna barwa kóže, kuźerate włosy
🧑‍🦱;dorosćony: kuźerate włosy;dorosćony|dorosćony: kuźerate włosy|kuźerate włosy|pó roźe neutralny
	🧑🏻‍🦱;dorosćony: swětła barwa kóže, kuźerate włosy;dorosćony|dorosćony: swětła barwa kóže, kuźerate włosy|kuźerate włosy|pó roźe neutralny|swětła barwa kóže
	🧑🏼‍🦱;dorosćony: srjejźnoswětła barwa kóže, kuźerate włosy;dorosćony|dorosćony: srjejźnoswětła barwa kóže, kuźerate włosy|kuźerate włosy|pó roźe neutralny|srjejźnoswětła barwa kóže
	🧑🏽‍🦱;dorosćony: wósrědna barwa kóže, kuźerate włosy;dorosćony|dorosćony: wósrědna barwa kóže, kuźerate włosy|kuźerate włosy|pó roźe neutralny|wósrědna barwa kóže
	🧑🏾‍🦱;dorosćony: srjejźnośamna barwa kóže, kuźerate włosy;dorosćony|dorosćony: srjejźnośamna barwa kóže, kuźerate włosy|kuźerate włosy|pó roźe neutralny|srjejźnośamna barwa kóže
	🧑🏿‍🦱;dorosćony: śamna barwa kóže, kuźerate włosy;dorosćony|dorosćony: śamna barwa kóže, kuźerate włosy|kuźerate włosy|pó roźe neutralny|śamna barwa kóže
👩‍🦳;žeńska: běłe włosy;běłe włosy|žeńska|žeńska: běłe włosy|žeńska: dorosćona
	👩🏻‍🦳;žeńska: swětła barwa kóže, běłe włosy;běłe włosy|swětła barwa kóže|žeńska|žeńska: dorosćona|žeńska: swětła barwa kóže, běłe włosy
	👩🏼‍🦳;žeńska: srjejźnoswětła barwa kóže, běłe włosy;běłe włosy|srjejźnoswětła barwa kóže|žeńska|žeńska: dorosćona|žeńska: srjejźnoswětła barwa kóže, běłe włosy
	👩🏽‍🦳;žeńska: wósrědna barwa kóže, běłe włosy;běłe włosy|wósrědna barwa kóže|žeńska|žeńska: dorosćona|žeńska: wósrědna barwa kóže, běłe włosy
	👩🏾‍🦳;žeńska: srjejźnośamna barwa kóže, běłe włosy;běłe włosy|srjejźnośamna barwa kóže|žeńska|žeńska: dorosćona|žeńska: srjejźnośamna barwa kóže, běłe włosy
	👩🏿‍🦳;žeńska: śamna barwa kóže, běłe włosy;běłe włosy|śamna barwa kóže|žeńska|žeńska: dorosćona|žeńska: śamna barwa kóže, běłe włosy
🧑‍🦳;dorosćony: běłe włosy;běłe włosy|dorosćony|dorosćony: běłe włosy|pó roźe neutralny
	🧑🏻‍🦳;dorosćony: swětła barwa kóže, běłe włosy;běłe włosy|dorosćony|dorosćony: swětła barwa kóže, běłe włosy|pó roźe neutralny|swětła barwa kóže
	🧑🏼‍🦳;dorosćony: srjejźnoswětła barwa kóže, běłe włosy;běłe włosy|dorosćony|dorosćony: srjejźnoswětła barwa kóže, běłe włosy|pó roźe neutralny|srjejźnoswětła barwa kóže
	🧑🏽‍🦳;dorosćony: wósrědna barwa kóže, běłe włosy;běłe włosy|dorosćony|dorosćony: wósrědna barwa kóže, běłe włosy|pó roźe neutralny|wósrědna barwa kóže
	🧑🏾‍🦳;dorosćony: srjejźnośamna barwa kóže, běłe włosy;běłe włosy|dorosćony|dorosćony: srjejźnośamna barwa kóže, běłe włosy|pó roźe neutralny|srjejźnośamna barwa kóže
	🧑🏿‍🦳;dorosćony: śamna barwa kóže, běłe włosy;běłe włosy|dorosćony|dorosćony: śamna barwa kóže, běłe włosy|pó roźe neutralny|śamna barwa kóže
👩‍🦲;žeńska: plěch;plěch|žeńska|žeńska: dorosćona|žeńska: plěch
	👩🏻‍🦲;žeńska: swětła barwa kóže, plěch;plěch|swětła barwa kóže|žeńska|žeńska: dorosćona|žeńska: swětła barwa kóže, plěch
	👩🏼‍🦲;žeńska: srjejźnoswětła barwa kóže, plěch;plěch|srjejźnoswětła barwa kóže|žeńska|žeńska: dorosćona|žeńska: srjejźnoswětła barwa kóže, plěch
	👩🏽‍🦲;žeńska: wósrědna barwa kóže, plěch;plěch|wósrědna barwa kóže|žeńska|žeńska: dorosćona|žeńska: wósrědna barwa kóže, plěch
	👩🏾‍🦲;žeńska: srjejźnośamna barwa kóže, plěch;plěch|srjejźnośamna barwa kóže|žeńska|žeńska: dorosćona|žeńska: srjejźnośamna barwa kóže, plěch
	👩🏿‍🦲;žeńska: śamna barwa kóže, plěch;plěch|śamna barwa kóže|žeńska|žeńska: dorosćona|žeńska: śamna barwa kóže, plěch
🧑‍🦲;dorosćony: plěch;dorosćony|dorosćony: plěch|plěch|pó roźe neutralny
	🧑🏻‍🦲;dorosćony: swětła barwa kóže, plěch;dorosćony|dorosćony: swětła barwa kóže, plěch|plěch|pó roźe neutralny|swětła barwa kóže
	🧑🏼‍🦲;dorosćony: srjejźnoswětła barwa kóže, plěch;dorosćony|dorosćony: srjejźnoswětła barwa kóže, plěch|plěch|pó roźe neutralny|srjejźnoswětła barwa kóže
	🧑🏽‍🦲;dorosćony: wósrědna barwa kóže, plěch;dorosćony|dorosćony: wósrědna barwa kóže, plěch|plěch|pó roźe neutralny|wósrědna barwa kóže
	🧑🏾‍🦲;dorosćony: srjejźnośamna barwa kóže, plěch;dorosćony|dorosćony: srjejźnośamna barwa kóže, plěch|plěch|pó roźe neutralny|srjejźnośamna barwa kóže
	🧑🏿‍🦲;dorosćony: śamna barwa kóže, plěch;dorosćony|dorosćony: śamna barwa kóže, plěch|plěch|pó roźe neutralny|śamna barwa kóže
👱‍♀️;žeńska: swětłowłosata;swětłowłosata žeńska|swětłowłosaty|włosy|woblico|žeńska|žeńska: swětłowłosata
	👱🏻‍♀️;žeńska: swětła barwa kóže, swětłowłosata;swětła barwa kóže|swětłowłosata|swětłowłosaty|włosy|woblico|žeńska|žeńska: swětła barwa kóže, swětłowłosata|žeńska: swětłowłosata
	👱🏼‍♀️;žeńska: srjejźnoswětła barwa kóže, swětłowłosata;srjejźnoswětła barwa kóže|swětłowłosata|swětłowłosaty|włosy|woblico|žeńska|žeńska: srjejźnoswětła barwa kóže, swětłowłosata|žeńska: swětłowłosata
	👱🏽‍♀️;žeńska: wósrědna barwa kóže, swětłowłosata;swětłowłosata|swětłowłosaty|włosy|woblico|wósrědna barwa kóže|žeńska|žeńska: swětłowłosata|žeńska: wósrědna barwa kóže, swětłowłosata
	👱🏾‍♀️;žeńska: srjejźnośamna barwa kóže, swětłowłosata;srjejźnośamna barwa kóže|swětłowłosata|swětłowłosaty|włosy|woblico|žeńska|žeńska: srjejźnośamna barwa kóže, swětłowłosata|žeńska: swětłowłosata
	👱🏿‍♀️;žeńska: śamna barwa kóže, swětłowłosata;śamna barwa kóže|swětłowłosata|swětłowłosaty|włosy|woblico|žeńska|žeńska: śamna barwa kóže, swětłowłosata|žeńska: swětłowłosata
👱‍♂️;muski: swětłowłosaty;muski|muski: swětłowłosaty|swětłowłosaty|włosy|woblico
	👱🏻‍♂️;muski: swětła barwa kóže, swětłowłosaty;muski|muski: swětła barwa kóže, swětłowłosaty|muski: swětłowłosaty|swětła barwa kóže|swětłowłosaty|włosy|woblico
	👱🏼‍♂️;muski: srjejźnoswětła barwa kóže, swětłowłosaty;muski|muski: srjejźnoswětła barwa kóže, swětłowłosaty|muski: swětłowłosaty|srjejźnoswětła barwa kóže|swětłowłosaty|włosy|woblico
	👱🏽‍♂️;muski: wósrědna barwa kóže, swětłowłosaty;muski|muski: swětłowłosaty|muski: wósrědna barwa kóže, swětłowłosaty|swětłowłosaty|włosy|woblico|wósrědna barwa kóže
	👱🏾‍♂️;muski: srjejźnośamna barwa kóže, swětłowłosaty;muski|muski: srjejźnośamna barwa kóže, swětłowłosaty|muski: swětłowłosaty|srjejźnośamna barwa kóže|swětłowłosaty|włosy|woblico
	👱🏿‍♂️;muski: śamna barwa kóže, swětłowłosaty;muski|muski: śamna barwa kóže, swětłowłosaty|muski: swětłowłosaty|śamna barwa kóže|swětłowłosaty|włosy|woblico
🧓;starša wósoba;pó roźe neutralny|starša wósoba|staršy dorosćony|stary
	🧓🏻;starša wósoba: swětła barwa kóže;pó roźe neutralny|starša wósoba|starša wósoba: swětła barwa kóže|staršy dorosćony|stary|swětła barwa kóže
	🧓🏼;starša wósoba: srjejźnoswětła barwa kóže;pó roźe neutralny|srjejźnoswětła barwa kóže|starša wósoba|starša wósoba: srjejźnoswětła barwa kóže|staršy dorosćony|stary
	🧓🏽;starša wósoba: wósrědna barwa kóže;pó roźe neutralny|starša wósoba|starša wósoba: wósrědna barwa kóže|staršy dorosćony|stary|wósrědna barwa kóže
	🧓🏾;starša wósoba: srjejźnośamna barwa kóže;pó roźe neutralny|srjejźnośamna barwa kóže|starša wósoba|starša wósoba: srjejźnośamna barwa kóže|staršy dorosćony|stary
	🧓🏿;starša wósoba: śamna barwa kóže;pó roźe neutralny|śamna barwa kóže|starša wósoba|starša wósoba: śamna barwa kóže|staršy dorosćony|stary
👴;staršy muski;muski|senior|staršy muski|woblico
	👴🏻;staršy muski: swětła barwa kóže;muski|senior|staršy muski|staršy muski: swětła barwa kóže|swětła barwa kóže|woblico
	👴🏼;staršy muski: srjejźnoswětła barwa kóže;muski|senior|srjejźnoswětła barwa kóže|staršy muski|staršy muski: srjejźnoswětła barwa kóže|woblico
	👴🏽;staršy muski: wósrědna barwa kóže;muski|senior|staršy muski|staršy muski: wósrědna barwa kóže|woblico|wósrědna barwa kóže
	👴🏾;staršy muski: srjejźnośamna barwa kóže;muski|senior|srjejźnośamna barwa kóže|staršy muski|staršy muski: srjejźnośamna barwa kóže|woblico
	👴🏿;staršy muski: śamna barwa kóže;muski|śamna barwa kóže|senior|staršy muski|staršy muski: śamna barwa kóže|woblico
👵;starša žeńska;seniorka|starša žeńska|woblico|žeńska
	👵🏻;starša žeńska: swětła barwa kóže;seniorka|starša žeńska|starša žeńska: swětła barwa kóže|swětła barwa kóže|woblico|žeńska
	👵🏼;starša žeńska: srjejźnoswětła barwa kóže;seniorka|srjejźnoswětła barwa kóže|starša žeńska|starša žeńska: srjejźnoswětła barwa kóže|woblico|žeńska
	👵🏽;starša žeńska: wósrědna barwa kóže;seniorka|starša žeńska|starša žeńska: wósrědna barwa kóže|woblico|wósrědna barwa kóže|žeńska
	👵🏾;starša žeńska: srjejźnośamna barwa kóže;seniorka|srjejźnośamna barwa kóže|starša žeńska|starša žeńska: srjejźnośamna barwa kóže|woblico|žeńska
	👵🏿;starša žeńska: śamna barwa kóže;śamna barwa kóže|seniorka|starša žeńska|starša žeńska: śamna barwa kóže|woblico|žeńska
🙍;wobuzna wósoba;woblico|wobuzna wósoba
	🙍🏻;wobuzna wósoba: swětła barwa kóže;swětła barwa kóže|woblico|wobuzna wósoba|wobuzna wósoba: swětła barwa kóže
	🙍🏼;wobuzna wósoba: srjejźnoswětła barwa kóže;srjejźnoswětła barwa kóže|woblico|wobuzna wósoba|wobuzna wósoba: srjejźnoswětła barwa kóže
	🙍🏽;wobuzna wósoba: wósrědna barwa kóže;woblico|wobuzna wósoba|wobuzna wósoba: wósrědna barwa kóže|wósrědna barwa kóže
	🙍🏾;wobuzna wósoba: srjejźnośamna barwa kóže;srjejźnośamna barwa kóže|woblico|wobuzna wósoba|wobuzna wósoba: srjejźnośamna barwa kóže
	🙍🏿;wobuzna wósoba: śamna barwa kóže;śamna barwa kóže|woblico|wobuzna wósoba|wobuzna wósoba: śamna barwa kóže
🙍‍♂️;wobuzny muski;coło ropiś|muski|woblico|wobuzny muski
	🙍🏻‍♂️;wobuzny muski: swětła barwa kóže;coło ropiś|muski|swětła barwa kóže|woblico|wobuzny muski|wobuzny muski: swětła barwa kóže
	🙍🏼‍♂️;wobuzny muski: srjejźnoswětła barwa kóže;coło ropiś|muski|srjejźnoswětła barwa kóže|woblico|wobuzny muski|wobuzny muski: srjejźnoswětła barwa kóže
	🙍🏽‍♂️;wobuzny muski: wósrědna barwa kóže;coło ropiś|muski|woblico|wobuzny muski|wobuzny muski: wósrědna barwa kóže|wósrědna barwa kóže
	🙍🏾‍♂️;wobuzny muski: srjejźnośamna barwa kóže;coło ropiś|muski|srjejźnośamna barwa kóže|woblico|wobuzny muski|wobuzny muski: srjejźnośamna barwa kóže
	🙍🏿‍♂️;wobuzny muski: śamna barwa kóže;coło ropiś|muski|śamna barwa kóže|woblico|wobuzny muski|wobuzny muski: śamna barwa kóže
🙍‍♀️;wobuzna žeńska;coło ropiś|woblico|wobuzna žeńska|žeńska
	🙍🏻‍♀️;wobuzna žeńska: swětła barwa kóže;coło ropiś|swětła barwa kóže|woblico|wobuzna žeńska|wobuzna žeńska: swětła barwa kóže|žeńska
	🙍🏼‍♀️;wobuzna žeńska: srjejźnoswětła barwa kóže;coło ropiś|srjejźnoswětła barwa kóže|woblico|wobuzna žeńska|wobuzna žeńska: srjejźnoswětła barwa kóže|žeńska
	🙍🏽‍♀️;wobuzna žeńska: wósrědna barwa kóže;coło ropiś|woblico|wobuzna žeńska|wobuzna žeńska: wósrědna barwa kóže|wósrědna barwa kóže|žeńska
	🙍🏾‍♀️;wobuzna žeńska: srjejźnośamna barwa kóže;coło ropiś|srjejźnośamna barwa kóže|woblico|wobuzna žeńska|wobuzna žeńska: srjejźnośamna barwa kóže|žeńska
	🙍🏿‍♀️;wobuzna žeńska: śamna barwa kóže;coło ropiś|śamna barwa kóže|woblico|wobuzna žeńska|wobuzna žeńska: śamna barwa kóže|žeńska
🙎;prempleca wósoba;prempleca wósoba|premplenje
	🙎🏻;prempleca wósoba: swětła barwa kóže;prempleca wósoba|prempleca wósoba: swětła barwa kóže|premplenje|swětła barwa kóže
	🙎🏼;prempleca wósoba: srjejźnoswětła barwa kóže;prempleca wósoba|prempleca wósoba: srjejźnoswětła barwa kóže|premplenje|srjejźnoswětła barwa kóže
	🙎🏽;prempleca wósoba: wósrědna barwa kóže;prempleca wósoba|prempleca wósoba: wósrědna barwa kóže|premplenje|wósrědna barwa kóže
	🙎🏾;prempleca wósoba: srjejźnośamna barwa kóže;prempleca wósoba|prempleca wósoba: srjejźnośamna barwa kóže|premplenje|srjejźnośamna barwa kóže
	🙎🏿;prempleca wósoba: śamna barwa kóže;prempleca wósoba|prempleca wósoba: śamna barwa kóže|premplenje|śamna barwa kóže
🙎‍♂️;premplecy muski;muski|premplecy muski|prempliś|woblico
	🙎🏻‍♂️;premplecy muski: swětła barwa kóže;muski|premplecy muski|premplecy muski: swětła barwa kóže|prempliś|swětła barwa kóže|woblico
	🙎🏼‍♂️;premplecy muski: srjejźnoswětła barwa kóže;muski|premplecy muski|premplecy muski: srjejźnoswětła barwa kóže|prempliś|srjejźnoswětła barwa kóže|woblico
	🙎🏽‍♂️;premplecy muski: wósrědna barwa kóže;muski|premplecy muski|premplecy muski: wósrědna barwa kóže|prempliś|woblico|wósrědna barwa kóže
	🙎🏾‍♂️;premplecy muski: srjejźnośamna barwa kóže;muski|premplecy muski|premplecy muski: srjejźnośamna barwa kóže|prempliś|srjejźnośamna barwa kóže|woblico
	🙎🏿‍♂️;premplecy muski: śamna barwa kóže;muski|premplecy muski|premplecy muski: śamna barwa kóže|prempliś|śamna barwa kóže|woblico
🙎‍♀️;prempleca žeńska;prempleca žeńska|prempliś|woblico|žeńska
	🙎🏻‍♀️;prempleca žeńska: swětła barwa kóže;prempleca žeńska|prempleca žeńska: swětła barwa kóže|prempliś|swětła barwa kóže|woblico|žeńska
	🙎🏼‍♀️;prempleca žeńska: srjejźnoswětła barwa kóže;prempleca žeńska|prempleca žeńska: srjejźnoswětła barwa kóže|prempliś|srjejźnoswětła barwa kóže|woblico|žeńska
	🙎🏽‍♀️;prempleca žeńska: wósrědna barwa kóže;prempleca žeńska|prempleca žeńska: wósrědna barwa kóže|prempliś|woblico|wósrědna barwa kóže|žeńska
	🙎🏾‍♀️;prempleca žeńska: srjejźnośamna barwa kóže;prempleca žeńska|prempleca žeńska: srjejźnośamna barwa kóže|prempliś|srjejźnośamna barwa kóže|woblico|žeńska
	🙎🏿‍♀️;prempleca žeńska: śamna barwa kóže;prempleca žeńska|prempleca žeńska: śamna barwa kóže|prempliś|śamna barwa kóže|woblico|žeńska
🙅;wósoba z pśekśicnjonyma rukoma;gesta &quot;ně&quot;|wósoba z pśekśicnjonyma rukoma|x|zakazane
	🙅🏻;wósoba z pśekśicnjonyma rukoma: swětła barwa kóže;gesta &quot;ně&quot;|swětła barwa kóže|wósoba z pśekśicnjonyma rukoma|wósoba z pśekśicnjonyma rukoma: swětła barwa kóže|x|zakazane
	🙅🏼;wósoba z pśekśicnjonyma rukoma: srjejźnoswětła barwa kóže;gesta &quot;ně&quot;|srjejźnoswětła barwa kóže|wósoba z pśekśicnjonyma rukoma|wósoba z pśekśicnjonyma rukoma: srjejźnoswětła barwa kóže|x|zakazane
	🙅🏽;wósoba z pśekśicnjonyma rukoma: wósrědna barwa kóže;gesta &quot;ně&quot;|wósoba z pśekśicnjonyma rukoma|wósoba z pśekśicnjonyma rukoma: wósrědna barwa kóže|wósrědna barwa kóže|x|zakazane
	🙅🏾;wósoba z pśekśicnjonyma rukoma: srjejźnośamna barwa kóže;gesta &quot;ně&quot;|srjejźnośamna barwa kóže|wósoba z pśekśicnjonyma rukoma|wósoba z pśekśicnjonyma rukoma: srjejźnośamna barwa kóže|x|zakazane
	🙅🏿;wósoba z pśekśicnjonyma rukoma: śamna barwa kóže;gesta &quot;ně&quot;|śamna barwa kóže|wósoba z pśekśicnjonyma rukoma|wósoba z pśekśicnjonyma rukoma: śamna barwa kóže|x|zakazane
🙅‍♂️;muski z pśekśicnjonyma rukoma;gesta &quot;ně&quot;|muski|muski z pśekśicnjonyma rukoma|ruce|woblico|zakazane
	🙅🏻‍♂️;muski z pśekśicnjonyma rukoma: swětła barwa kóže;gesta &quot;ně&quot;|muski|muski z pśekśicnjonyma rukoma|muski z pśekśicnjonyma rukoma: swětła barwa kóže|ruce|swětła barwa kóže|woblico|zakazane
	🙅🏼‍♂️;muski z pśekśicnjonyma rukoma: srjejźnoswětła barwa kóže;gesta &quot;ně&quot;|muski|muski z pśekśicnjonyma rukoma|muski z pśekśicnjonyma rukoma: srjejźnoswětła barwa kóže|ruce|srjejźnoswětła barwa kóže|woblico|zakazane
	🙅🏽‍♂️;muski z pśekśicnjonyma rukoma: wósrědna barwa kóže;gesta &quot;ně&quot;|muski|muski z pśekśicnjonyma rukoma|muski z pśekśicnjonyma rukoma: wósrědna barwa kóže|ruce|woblico|wósrědna barwa kóže|zakazane
