[smileys_emotion]
😀;fuska mai murmushin baki har kunne;fuska mai murmushin baki har kunne|murmushi|uska
	👩🏻‍⚕️;mace ma’aikacin kula da lafiya: launin fata mai haske;kula da lafiya|launin fata mai haske|likita|mace|mace ma’aikacin kula da lafiya|mace ma’aikacin kula da lafiya: launin fata mai haske|mai ba da kula|nas
	👩🏼‍⚕️;mace ma’aikacin kula da lafiya: launin fata mai madaidaicin haske;kula da lafiya|launin fata mai madaidaicin haske|likita|mace|mace ma’aikacin kula da lafiya|mace ma’aikacin kula da lafiya: launin fata mai madaidaicin haske|mai ba da kula|nas
	👩🏽‍⚕️;mace ma’aikacin kula da lafiya: madaidaicin launin fata;kula da lafiya|likita|mace|mace ma’aikacin kula da lafiya|mace ma’aikacin kula da lafiya: madaidaicin launin fata|madaidaicin launin fata|mai ba da kula|nas
	👩🏾‍⚕️;mace ma’aikacin kula da lafiya: launin fata mai madaidaicin duhu;kula da lafiya|launin fata mai madaidaicin duhu|likita|mace|mace ma’aikacin kula da lafiya|mace ma’aikacin kula da lafiya: launin fata mai madaidaicin duhu|mai ba da kula|nas
	👩🏿‍⚕️;mace ma’aikacin kula da lafiya: launin fata mai duhu;kula da lafiya|launin fata mai duhu|likita|mace|mace ma’aikacin kula da lafiya|mace ma’aikacin kula da lafiya: launin fata mai duhu|mai ba da kula|nas
🧑‍🎓;ɗalibi;dalibi|ɗalibi|wanda ya kammala karatun digiri
	🧑🏻‍🎓;ɗalibi: launin fata mai haske;dalibi|ɗalibi|ɗalibi: launin fata mai haske|launin fata mai haske|wanda ya kammala karatun digiri
	🧑🏼‍🎓;ɗalibi: launin fata mai madaidaicin haske;dalibi|ɗalibi|ɗalibi: launin fata mai madaidaicin haske|launin fata mai madaidaicin haske|wanda ya kammala karatun digiri
	🧑🏽‍🎓;ɗalibi: madaidaicin launin fata;dalibi|ɗalibi|ɗalibi: madaidaicin launin fata|madaidaicin launin fata|wanda ya kammala karatun digiri
	🧑🏾‍🎓;ɗalibi: launin fata mai madaidaicin duhu;dalibi|ɗalibi|ɗalibi: launin fata mai madaidaicin duhu|launin fata mai madaidaicin duhu|wanda ya kammala karatun digiri
	🧑🏿‍🎓;ɗalibi: launin fata mai duhu;dalibi|ɗalibi|ɗalibi: launin fata mai duhu|launin fata mai duhu|wanda ya kammala karatun digiri
👨‍🎓;mutum ɗalibi;ɗalibi|mai digiri|mutum
	👨🏻‍🎓;mutum ɗalibi: launin fata mai haske;ɗalibi|launin fata mai haske|mai digiri|mutum|mutum ɗalibi: launin fata mai haske
	👨🏼‍🎓;mutum ɗalibi: launin fata mai madaidaicin haske;ɗalibi|launin fata mai madaidaicin haske|mai digiri|mutum|mutum ɗalibi: launin fata mai madaidaicin haske
	👨🏽‍🎓;mutum ɗalibi: madaidaicin launin fata;ɗalibi|madaidaicin launin fata|mai digiri|mutum|mutum ɗalibi: madaidaicin launin fata
	👨🏾‍🎓;mutum ɗalibi: launin fata mai madaidaicin duhu;ɗalibi|launin fata mai madaidaicin duhu|mai digiri|mutum|mutum ɗalibi: launin fata mai madaidaicin duhu
	👨🏿‍🎓;mutum ɗalibi: launin fata mai duhu;ɗalibi|launin fata mai duhu|mai digiri|mutum|mutum ɗalibi: launin fata mai duhu
👩‍🎓;mace ɗalibi;ɗalibi|mace|mai digiri
	👩🏻‍🎓;mace ɗalibi: launin fata mai haske;ɗalibi|launin fata mai haske|mace|mace ɗalibi: launin fata mai haske|mai digiri
	👩🏼‍🎓;mace ɗalibi: launin fata mai madaidaicin haske;ɗalibi|launin fata mai madaidaicin haske|mace|mace ɗalibi: launin fata mai madaidaicin haske|mai digiri
	👩🏽‍🎓;mace ɗalibi: madaidaicin launin fata;ɗalibi|mace|mace ɗalibi: madaidaicin launin fata|madaidaicin launin fata|mai digiri
	👩🏾‍🎓;mace ɗalibi: launin fata mai madaidaicin duhu;ɗalibi|launin fata mai madaidaicin duhu|mace|mace ɗalibi: launin fata mai madaidaicin duhu|mai digiri
	👩🏿‍🎓;mace ɗalibi: launin fata mai duhu;ɗalibi|launin fata mai duhu|mace|mace ɗalibi: launin fata mai duhu|mai digiri
🧑‍🏫;mallami;ferfesa|mai ba da umurni|malami|mallami
	🧑🏻‍🏫;mallami: launin fata mai haske;ferfesa|launin fata mai haske|mai ba da umurni|malami|mallami|mallami: launin fata mai haske
	🧑🏼‍🏫;mallami: launin fata mai madaidaicin haske;ferfesa|launin fata mai madaidaicin haske|mai ba da umurni|malami|mallami|mallami: launin fata mai madaidaicin haske
	🧑🏽‍🏫;mallami: madaidaicin launin fata;ferfesa|madaidaicin launin fata|mai ba da umurni|malami|mallami|mallami: madaidaicin launin fata
	🧑🏾‍🏫;mallami: launin fata mai madaidaicin duhu;ferfesa|launin fata mai madaidaicin duhu|mai ba da umurni|malami|mallami|mallami: launin fata mai madaidaicin duhu
	🧑🏿‍🏫;mallami: launin fata mai duhu;ferfesa|launin fata mai duhu|mai ba da umurni|malami|mallami|mallami: launin fata mai duhu
👨‍🏫;mutum malami;frafesa|mai koyarwa|malami|mutum
	👨🏻‍🏫;mutum malami: launin fata mai haske;frafesa|launin fata mai haske|mai koyarwa|malami|mutum|mutum malami: launin fata mai haske
	👨🏼‍🏫;mutum malami: launin fata mai madaidaicin haske;frafesa|launin fata mai madaidaicin haske|mai koyarwa|malami|mutum|mutum malami: launin fata mai madaidaicin haske
	👨🏽‍🏫;mutum malami: madaidaicin launin fata;frafesa|madaidaicin launin fata|mai koyarwa|malami|mutum|mutum malami: madaidaicin launin fata
	👨🏾‍🏫;mutum malami: launin fata mai madaidaicin duhu;frafesa|launin fata mai madaidaicin duhu|mai koyarwa|malami|mutum|mutum malami: launin fata mai madaidaicin duhu
	👨🏿‍🏫;mutum malami: launin fata mai duhu;frafesa|launin fata mai duhu|mai koyarwa|malami|mutum|mutum malami: launin fata mai duhu
👩‍🏫;mace malami;frafesa|mace|mai koyarwa|malami
	👩🏻‍🏫;mace malami: launin fata mai haske;frafesa|launin fata mai haske|mace|mace malami: launin fata mai haske|mai koyarwa|malami
	👩🏼‍🏫;mace malami: launin fata mai madaidaicin haske;frafesa|launin fata mai madaidaicin haske|mace|mace malami: launin fata mai madaidaicin haske|mai koyarwa|malami
	👩🏽‍🏫;mace malami: madaidaicin launin fata;frafesa|mace|mace malami: madaidaicin launin fata|madaidaicin launin fata|mai koyarwa|malami
	👩🏾‍🏫;mace malami: launin fata mai madaidaicin duhu;frafesa|launin fata mai madaidaicin duhu|mace|mace malami: launin fata mai madaidaicin duhu|mai koyarwa|malami
	👩🏿‍🏫;mace malami: launin fata mai duhu;frafesa|launin fata mai duhu|mace|mace malami: launin fata mai duhu|mai koyarwa|malami
🧑‍⚖️;hukunci;hukunci|maʼauni|yankin hukunci
	🧑🏻‍⚖️;hukunci: launin fata mai haske;hukunci|hukunci: launin fata mai haske|launin fata mai haske|maʼauni|yankin hukunci
	🧑🏼‍⚖️;hukunci: launin fata mai madaidaicin haske;hukunci|hukunci: launin fata mai madaidaicin haske|launin fata mai madaidaicin haske|maʼauni|yankin hukunci
	🧑🏽‍⚖️;hukunci: madaidaicin launin fata;hukunci|hukunci: madaidaicin launin fata|madaidaicin launin fata|maʼauni|yankin hukunci
	🧑🏾‍⚖️;hukunci: launin fata mai madaidaicin duhu;hukunci|hukunci: launin fata mai madaidaicin duhu|launin fata mai madaidaicin duhu|maʼauni|yankin hukunci
	🧑🏿‍⚖️;hukunci: launin fata mai duhu;hukunci|hukunci: launin fata mai duhu|launin fata mai duhu|maʼauni|yankin hukunci
👨‍⚖️;mutum joji;mutum|mutum joji|shari’a|sikeloli
	👨🏻‍⚖️;mutum joji: launin fata mai haske;launin fata mai haske|mutum|mutum joji|mutum joji: launin fata mai haske|shari’a|sikeloli
	👨🏼‍⚖️;mutum joji: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mutum|mutum joji|mutum joji: launin fata mai madaidaicin haske|shari’a|sikeloli
	👨🏽‍⚖️;mutum joji: madaidaicin launin fata;madaidaicin launin fata|mutum|mutum joji|mutum joji: madaidaicin launin fata|shari’a|sikeloli
	👨🏾‍⚖️;mutum joji: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mutum|mutum joji|mutum joji: launin fata mai madaidaicin duhu|shari’a|sikeloli
	👨🏿‍⚖️;mutum joji: launin fata mai duhu;launin fata mai duhu|mutum|mutum joji|mutum joji: launin fata mai duhu|shari’a|sikeloli
👩‍⚖️;mace joji;joji|mace|sikeloli
	👩🏻‍⚖️;mace joji: launin fata mai haske;joji|launin fata mai haske|mace|mace joji: launin fata mai haske|sikeloli
	👩🏼‍⚖️;mace joji: launin fata mai madaidaicin haske;joji|launin fata mai madaidaicin haske|mace|mace joji: launin fata mai madaidaicin haske|sikeloli
	👩🏽‍⚖️;mace joji: madaidaicin launin fata;joji|mace|mace joji: madaidaicin launin fata|madaidaicin launin fata|sikeloli
	👩🏾‍⚖️;mace joji: launin fata mai madaidaicin duhu;joji|launin fata mai madaidaicin duhu|mace|mace joji: launin fata mai madaidaicin duhu|sikeloli
	👩🏿‍⚖️;mace joji: launin fata mai duhu;joji|launin fata mai duhu|mace|mace joji: launin fata mai duhu|sikeloli
🧑‍🌾;manomi;filin kiwon shanu|mai lambu|manomi
	🧑🏻‍🌾;manomi: launin fata mai haske;filin kiwon shanu|launin fata mai haske|mai lambu|manomi|manomi: launin fata mai haske
	🧑🏼‍🌾;manomi: launin fata mai madaidaicin haske;filin kiwon shanu|launin fata mai madaidaicin haske|mai lambu|manomi|manomi: launin fata mai madaidaicin haske
	🧑🏽‍🌾;manomi: madaidaicin launin fata;filin kiwon shanu|madaidaicin launin fata|mai lambu|manomi|manomi: madaidaicin launin fata
	🧑🏾‍🌾;manomi: launin fata mai madaidaicin duhu;filin kiwon shanu|launin fata mai madaidaicin duhu|mai lambu|manomi|manomi: launin fata mai madaidaicin duhu
	🧑🏿‍🌾;manomi: launin fata mai duhu;filin kiwon shanu|launin fata mai duhu|mai lambu|manomi|manomi: launin fata mai duhu
👨‍🌾;mutum manomi;gadina|mai kiwon shanu|manomi|mutum
	👨🏻‍🌾;mutum manomi: launin fata mai haske;gadina|launin fata mai haske|mai kiwon shanu|manomi|mutum|mutum manomi: launin fata mai haske
	👨🏼‍🌾;mutum manomi: launin fata mai madaidaicin haske;gadina|launin fata mai madaidaicin haske|mai kiwon shanu|manomi|mutum|mutum manomi: launin fata mai madaidaicin haske
	👨🏽‍🌾;mutum manomi: madaidaicin launin fata;gadina|madaidaicin launin fata|mai kiwon shanu|manomi|mutum|mutum manomi: madaidaicin launin fata
	👨🏾‍🌾;mutum manomi: launin fata mai madaidaicin duhu;gadina|launin fata mai madaidaicin duhu|mai kiwon shanu|manomi|mutum|mutum manomi: launin fata mai madaidaicin duhu
	👨🏿‍🌾;mutum manomi: launin fata mai duhu;gadina|launin fata mai duhu|mai kiwon shanu|manomi|mutum|mutum manomi: launin fata mai duhu
👩‍🌾;mace manomi;gadina|mace|mai kiwon shanu|manomi
	👩🏻‍🌾;mace manomi: launin fata mai haske;gadina|launin fata mai haske|mace|mace manomi: launin fata mai haske|mai kiwon shanu|manomi
	👩🏼‍🌾;mace manomi: launin fata mai madaidaicin haske;gadina|launin fata mai madaidaicin haske|mace|mace manomi: launin fata mai madaidaicin haske|mai kiwon shanu|manomi
	👩🏽‍🌾;mace manomi: madaidaicin launin fata;gadina|mace|mace manomi: madaidaicin launin fata|madaidaicin launin fata|mai kiwon shanu|manomi
	👩🏾‍🌾;mace manomi: launin fata mai madaidaicin duhu;gadina|launin fata mai madaidaicin duhu|mace|mace manomi: launin fata mai madaidaicin duhu|mai kiwon shanu|manomi
	👩🏿‍🌾;mace manomi: launin fata mai duhu;gadina|launin fata mai duhu|mace|mace manomi: launin fata mai duhu|mai kiwon shanu|manomi
🧑‍🍳;mai dafuwa;mai dafuwa
	🧑🏻‍🍳;mai dafuwa: launin fata mai haske;launin fata mai haske|mai dafuwa|mai dafuwa: launin fata mai haske
	🧑🏼‍🍳;mai dafuwa: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mai dafuwa|mai dafuwa: launin fata mai madaidaicin haske
	🧑🏽‍🍳;mai dafuwa: madaidaicin launin fata;madaidaicin launin fata|mai dafuwa|mai dafuwa: madaidaicin launin fata
	🧑🏾‍🍳;mai dafuwa: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mai dafuwa|mai dafuwa: launin fata mai madaidaicin duhu
	🧑🏿‍🍳;mai dafuwa: launin fata mai duhu;launin fata mai duhu|mai dafuwa|mai dafuwa: launin fata mai duhu
👨‍🍳;mutum kuku;kuku|mai girki|mutum
	👨🏻‍🍳;mutum kuku: launin fata mai haske;kuku|launin fata mai haske|mai girki|mutum|mutum kuku: launin fata mai haske
	👨🏼‍🍳;mutum kuku: launin fata mai madaidaicin haske;kuku|launin fata mai madaidaicin haske|mai girki|mutum|mutum kuku: launin fata mai madaidaicin haske
	👨🏽‍🍳;mutum kuku: madaidaicin launin fata;kuku|madaidaicin launin fata|mai girki|mutum|mutum kuku: madaidaicin launin fata
	👨🏾‍🍳;mutum kuku: launin fata mai madaidaicin duhu;kuku|launin fata mai madaidaicin duhu|mai girki|mutum|mutum kuku: launin fata mai madaidaicin duhu
	👨🏿‍🍳;mutum kuku: launin fata mai duhu;kuku|launin fata mai duhu|mai girki|mutum|mutum kuku: launin fata mai duhu
👩‍🍳;mace kuku;kuku|mace|mai girki
	👩🏻‍🍳;mace kuku: launin fata mai haske;kuku|launin fata mai haske|mace|mace kuku: launin fata mai haske|mai girki
	👩🏼‍🍳;mace kuku: launin fata mai madaidaicin haske;kuku|launin fata mai madaidaicin haske|mace|mace kuku: launin fata mai madaidaicin haske|mai girki
	👩🏽‍🍳;mace kuku: madaidaicin launin fata;kuku|mace|mace kuku: madaidaicin launin fata|madaidaicin launin fata|mai girki
	👩🏾‍🍳;mace kuku: launin fata mai madaidaicin duhu;kuku|launin fata mai madaidaicin duhu|mace|mace kuku: launin fata mai madaidaicin duhu|mai girki
	👩🏿‍🍳;mace kuku: launin fata mai duhu;kuku|launin fata mai duhu|mace|mace kuku: launin fata mai duhu|mai girki
🧑‍🔧;mai gyaran mota;mai gyaran mota|mai gyaran pumpo|mai gyaran wuta|mai kasuwanci
	🧑🏻‍🔧;mai gyaran mota: launin fata mai haske;launin fata mai haske|mai gyaran mota|mai gyaran mota: launin fata mai haske|mai gyaran pumpo|mai gyaran wuta|mai kasuwanci
	🧑🏼‍🔧;mai gyaran mota: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|mai gyaran mota|mai gyaran mota: launin fata mai madaidaicin haske|mai gyaran pumpo|mai gyaran wuta|mai kasuwanci
	🧑🏽‍🔧;mai gyaran mota: madaidaicin launin fata;madaidaicin launin fata|mai gyaran mota|mai gyaran mota: madaidaicin launin fata|mai gyaran pumpo|mai gyaran wuta|mai kasuwanci
	🧑🏾‍🔧;mai gyaran mota: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|mai gyaran mota|mai gyaran mota: launin fata mai madaidaicin duhu|mai gyaran pumpo|mai gyaran wuta|mai kasuwanci
	🧑🏿‍🔧;mai gyaran mota: launin fata mai duhu;launin fata mai duhu|mai gyaran mota|mai gyaran mota: launin fata mai duhu|mai gyaran pumpo|mai gyaran wuta|mai kasuwanci
👨‍🔧;mutum makanika;ɗan kasuwa|mai aikin lantarki|mai gyaran famfo|makanika|mutum
	👨🏻‍🔧;mutum makanika: launin fata mai haske;ɗan kasuwa|launin fata mai haske|mai aikin lantarki|mai gyaran famfo|makanika|mutum|mutum makanika: launin fata mai haske
	👨🏼‍🔧;mutum makanika: launin fata mai madaidaicin haske;ɗan kasuwa|launin fata mai madaidaicin haske|mai aikin lantarki|mai gyaran famfo|makanika|mutum|mutum makanika: launin fata mai madaidaicin haske
	👨🏽‍🔧;mutum makanika: madaidaicin launin fata;ɗan kasuwa|madaidaicin launin fata|mai aikin lantarki|mai gyaran famfo|makanika|mutum|mutum makanika: madaidaicin launin fata
	👨🏾‍🔧;mutum makanika: launin fata mai madaidaicin duhu;ɗan kasuwa|launin fata mai madaidaicin duhu|mai aikin lantarki|mai gyaran famfo|makanika|mutum|mutum makanika: launin fata mai madaidaicin duhu
	👨🏿‍🔧;mutum makanika: launin fata mai duhu;ɗan kasuwa|launin fata mai duhu|mai aikin lantarki|mai gyaran famfo|makanika|mutum|mutum makanika: launin fata mai duhu
👩‍🔧;mace makanika;‘yar kasuwa|mace|mai aikin lantarki|mai gyaran famfo|makanika
	👩🏻‍🔧;mace makanika: launin fata mai haske;‘yar kasuwa|launin fata mai haske|mace|mace makanika: launin fata mai haske|mai aikin lantarki|mai gyaran famfo|makanika
	👩🏼‍🔧;mace makanika: launin fata mai madaidaicin haske;‘yar kasuwa|launin fata mai madaidaicin haske|mace|mace makanika: launin fata mai madaidaicin haske|mai aikin lantarki|mai gyaran famfo|makanika
	👩🏽‍🔧;mace makanika: madaidaicin launin fata;‘yar kasuwa|mace|mace makanika: madaidaicin launin fata|madaidaicin launin fata|mai aikin lantarki|mai gyaran famfo|makanika
	👩🏾‍🔧;mace makanika: launin fata mai madaidaicin duhu;‘yar kasuwa|launin fata mai madaidaicin duhu|mace|mace makanika: launin fata mai madaidaicin duhu|mai aikin lantarki|mai gyaran famfo|makanika
	👩🏿‍🔧;mace makanika: launin fata mai duhu;‘yar kasuwa|launin fata mai duhu|mace|mace makanika: launin fata mai duhu|mai aikin lantarki|mai gyaran famfo|makanika
🧑‍🏭;mai aikin masanaʼanta;hadawa|mai aiki|mai aikin masanaʼanta|masanaʼantu|masanaʼnta
	🧑🏻‍🏭;mai aikin masanaʼanta: launin fata mai haske;hadawa|launin fata mai haske|mai aiki|mai aikin masanaʼanta|mai aikin masanaʼanta: launin fata mai haske|masanaʼantu|masanaʼnta
	🧑🏼‍🏭;mai aikin masanaʼanta: launin fata mai madaidaicin haske;hadawa|launin fata mai madaidaicin haske|mai aiki|mai aikin masanaʼanta|mai aikin masanaʼanta: launin fata mai madaidaicin haske|masanaʼantu|masanaʼnta
	🧑🏽‍🏭;mai aikin masanaʼanta: madaidaicin launin fata;hadawa|madaidaicin launin fata|mai aiki|mai aikin masanaʼanta|mai aikin masanaʼanta: madaidaicin launin fata|masanaʼantu|masanaʼnta
	🧑🏾‍🏭;mai aikin masanaʼanta: launin fata mai madaidaicin duhu;hadawa|launin fata mai madaidaicin duhu|mai aiki|mai aikin masanaʼanta|mai aikin masanaʼanta: launin fata mai madaidaicin duhu|masanaʼantu|masanaʼnta
	🧑🏿‍🏭;mai aikin masanaʼanta: launin fata mai duhu;hadawa|launin fata mai duhu|mai aiki|mai aikin masanaʼanta|mai aikin masanaʼanta: launin fata mai duhu|masanaʼantu|masanaʼnta
👨‍🏭;mutum ma’aikacin masana’antu;ma’aikaci|ma’aikatar harhaɗa|masana’anta|masana’antu|mutum|mutum ma’aikacin masana’antu
	👨🏻‍🏭;mutum ma’aikacin masana’antu: launin fata mai haske;launin fata mai haske|ma’aikaci|ma’aikatar harhaɗa|masana’anta|masana’antu|mutum|mutum ma’aikacin masana’antu|mutum ma’aikacin masana’antu: launin fata mai haske
	👨🏼‍🏭;mutum ma’aikacin masana’antu: launin fata mai madaidaicin haske;launin fata mai madaidaicin haske|ma’aikaci|ma’aikatar harhaɗa|masana’anta|masana’antu|mutum|mutum ma’aikacin masana’antu|mutum ma’aikacin masana’antu: launin fata mai madaidaicin haske
	👨🏽‍🏭;mutum ma’aikacin masana’antu: madaidaicin launin fata;ma’aikaci|ma’aikatar harhaɗa|madaidaicin launin fata|masana’anta|masana’antu|mutum|mutum ma’aikacin masana’antu|mutum ma’aikacin masana’antu: madaidaicin launin fata
	👨🏾‍🏭;mutum ma’aikacin masana’antu: launin fata mai madaidaicin duhu;launin fata mai madaidaicin duhu|ma’aikaci|ma’aikatar harhaɗa|masana’anta|masana’antu|mutum|mutum ma’aikacin masana’antu|mutum ma’aikacin masana’antu: launin fata mai madaidaicin duhu
	👨🏿‍🏭;mutum ma’aikacin masana’antu: launin fata mai duhu;launin fata mai duhu|ma’aikaci|ma’aikatar harhaɗa|masana’anta|masana’antu|mutum|mutum ma’aikacin masana’antu|mutum ma’aikacin masana’antu: launin fata mai duhu
👩‍🏭;mace ma’aikacin masana’antu;ma’aikaci|ma’aikatar harhaɗa|mace|mace ma’aikacin masana’antu|masana’anta|masana’antu
	👩🏻‍🏭;mace ma’aikacin masana’antu: launin fata mai haske;launin fata mai haske|ma’aikaci|ma’aikatar harhaɗa|mace|mace ma’aikacin masana’antu|mace ma’aikacin masana’antu: launin fata mai haske|masana’anta|masana’antu
