[smileys_emotion]
😀;grinende ansigt;glad|grinende ansigt|smilende ansigt|smiley
	🙋🏼;person med løftet hånd: medium til lys teint;hej|løftet hånd|medium til lys teint|person med løftet hånd|person med løftet hånd: medium til lys teint
	🙋🏽;person med løftet hånd: medium teint;hej|løftet hånd|medium teint|person med løftet hånd|person med løftet hånd: medium teint
	🙋🏾;person med løftet hånd: medium til mørk teint;hej|løftet hånd|medium til mørk teint|person med løftet hånd|person med løftet hånd: medium til mørk teint
	🙋🏿;person med løftet hånd: mørk teint;hej|løftet hånd|mørk teint|person med løftet hånd|person med løftet hånd: mørk teint
🙋‍♂️;mand med løftet hånd;gestus|hej|hilsen|løftet hånd|mand|mand med løftet hånd
	🙋🏻‍♂️;mand med løftet hånd: lys teint;gestus|hej|hilsen|løftet hånd|lys teint|mand|mand med løftet hånd|mand med løftet hånd: lys teint
	🙋🏼‍♂️;mand med løftet hånd: medium til lys teint;gestus|hej|hilsen|løftet hånd|mand|mand med løftet hånd|mand med løftet hånd: medium til lys teint|medium til lys teint
	🙋🏽‍♂️;mand med løftet hånd: medium teint;gestus|hej|hilsen|løftet hånd|mand|mand med løftet hånd|mand med løftet hånd: medium teint|medium teint
	🙋🏾‍♂️;mand med løftet hånd: medium til mørk teint;gestus|hej|hilsen|løftet hånd|mand|mand med løftet hånd|mand med løftet hånd: medium til mørk teint|medium til mørk teint
	🙋🏿‍♂️;mand med løftet hånd: mørk teint;gestus|hej|hilsen|løftet hånd|mand|mand med løftet hånd|mand med løftet hånd: mørk teint|mørk teint
🙋‍♀️;kvinde med løftet hånd;gestus|hej|hilsen|kvinde|kvinde med løftet hånd|løftet hånd
	🙋🏻‍♀️;kvinde med løftet hånd: lys teint;gestus|hej|hilsen|kvinde|kvinde med løftet hånd|kvinde med løftet hånd: lys teint|løftet hånd|lys teint
	🙋🏼‍♀️;kvinde med løftet hånd: medium til lys teint;gestus|hej|hilsen|kvinde|kvinde med løftet hånd|kvinde med løftet hånd: medium til lys teint|løftet hånd|medium til lys teint
	🙋🏽‍♀️;kvinde med løftet hånd: medium teint;gestus|hej|hilsen|kvinde|kvinde med løftet hånd|kvinde med løftet hånd: medium teint|løftet hånd|medium teint
	🙋🏾‍♀️;kvinde med løftet hånd: medium til mørk teint;gestus|hej|hilsen|kvinde|kvinde med løftet hånd|kvinde med løftet hånd: medium til mørk teint|løftet hånd|medium til mørk teint
	🙋🏿‍♀️;kvinde med løftet hånd: mørk teint;gestus|hej|hilsen|kvinde|kvinde med løftet hånd|kvinde med løftet hånd: mørk teint|løftet hånd|mørk teint
🧏;døv person;døv|døv person|høre|øre|tilgængelighed
	🧏🏻;døv person: lys teint;døv|døv person|døv person: lys teint|høre|lys teint|øre|tilgængelighed
	🧏🏼;døv person: medium til lys teint;døv|døv person|døv person: medium til lys teint|høre|medium til lys teint|øre|tilgængelighed
	🧏🏽;døv person: medium teint;døv|døv person|døv person: medium teint|høre|medium teint|øre|tilgængelighed
	🧏🏾;døv person: medium til mørk teint;døv|døv person|døv person: medium til mørk teint|høre|medium til mørk teint|øre|tilgængelighed
	🧏🏿;døv person: mørk teint;døv|døv person|døv person: mørk teint|høre|mørk teint|øre|tilgængelighed
🧏‍♂️;døv mand;døv|mand
	🧏🏻‍♂️;døv mand: lys teint;døv|døv mand: lys teint|lys teint|mand
	🧏🏼‍♂️;døv mand: medium til lys teint;døv|døv mand: medium til lys teint|mand|medium til lys teint
	🧏🏽‍♂️;døv mand: medium teint;døv|døv mand: medium teint|mand|medium teint
	🧏🏾‍♂️;døv mand: medium til mørk teint;døv|døv mand: medium til mørk teint|mand|medium til mørk teint
	🧏🏿‍♂️;døv mand: mørk teint;døv|døv mand: mørk teint|mand|mørk teint
🧏‍♀️;døv kvinde;døv|kvinde
	🧏🏻‍♀️;døv kvinde: lys teint;døv|døv kvinde: lys teint|kvinde|lys teint
	🧏🏼‍♀️;døv kvinde: medium til lys teint;døv|døv kvinde: medium til lys teint|kvinde|medium til lys teint
	🧏🏽‍♀️;døv kvinde: medium teint;døv|døv kvinde: medium teint|kvinde|medium teint
	🧏🏾‍♀️;døv kvinde: medium til mørk teint;døv|døv kvinde: medium til mørk teint|kvinde|medium til mørk teint
	🧏🏿‍♀️;døv kvinde: mørk teint;døv|døv kvinde: mørk teint|kvinde|mørk teint
🙇;bukker;bukker|undskyld
	🙇🏻;bukker: lys teint;bukker|bukker: lys teint|lys teint|undskyld
	🙇🏼;bukker: medium til lys teint;bukker|bukker: medium til lys teint|medium til lys teint|undskyld
	🙇🏽;bukker: medium teint;bukker|bukker: medium teint|medium teint|undskyld
	🙇🏾;bukker: medium til mørk teint;bukker|bukker: medium til mørk teint|medium til mørk teint|undskyld
	🙇🏿;bukker: mørk teint;bukker|bukker: mørk teint|mørk teint|undskyld
🙇‍♂️;mand bukker dybt;buk|mand|mand bukker dybt|undskyld|undskyldning
	🙇🏻‍♂️;mand bukker dybt: lys teint;buk|lys teint|mand|mand bukker dybt|mand bukker dybt: lys teint|undskyld|undskyldning
	🙇🏼‍♂️;mand bukker dybt: medium til lys teint;buk|mand|mand bukker dybt|mand bukker dybt: medium til lys teint|medium til lys teint|undskyld|undskyldning
	🙇🏽‍♂️;mand bukker dybt: medium teint;buk|mand|mand bukker dybt|mand bukker dybt: medium teint|medium teint|undskyld|undskyldning
	🙇🏾‍♂️;mand bukker dybt: medium til mørk teint;buk|mand|mand bukker dybt|mand bukker dybt: medium til mørk teint|medium til mørk teint|undskyld|undskyldning
	🙇🏿‍♂️;mand bukker dybt: mørk teint;buk|mand|mand bukker dybt|mand bukker dybt: mørk teint|mørk teint|undskyld|undskyldning
🙇‍♀️;kvinde bukker dybt;buk|kvinde|kvinde bukker dybt|undskyld|undskyldning
	🙇🏻‍♀️;kvinde bukker dybt: lys teint;buk|kvinde|kvinde bukker dybt|kvinde bukker dybt: lys teint|lys teint|undskyld|undskyldning
	🙇🏼‍♀️;kvinde bukker dybt: medium til lys teint;buk|kvinde|kvinde bukker dybt|kvinde bukker dybt: medium til lys teint|medium til lys teint|undskyld|undskyldning
	🙇🏽‍♀️;kvinde bukker dybt: medium teint;buk|kvinde|kvinde bukker dybt|kvinde bukker dybt: medium teint|medium teint|undskyld|undskyldning
	🙇🏾‍♀️;kvinde bukker dybt: medium til mørk teint;buk|kvinde|kvinde bukker dybt|kvinde bukker dybt: medium til mørk teint|medium til mørk teint|undskyld|undskyldning
	🙇🏿‍♀️;kvinde bukker dybt: mørk teint;buk|kvinde|kvinde bukker dybt|kvinde bukker dybt: mørk teint|mørk teint|undskyld|undskyldning
🤦;slå sig for panden;ansigt|dumt|facepalm|hånd|irriteret|skepsis|slå sig for panden
	🤦🏻;slå sig for panden: lys teint;ansigt|dumt|facepalm|hånd|irriteret|lys teint|skepsis|slå sig for panden|slå sig for panden: lys teint
	🤦🏼;slå sig for panden: medium til lys teint;ansigt|dumt|facepalm|hånd|irriteret|medium til lys teint|skepsis|slå sig for panden|slå sig for panden: medium til lys teint
	🤦🏽;slå sig for panden: medium teint;ansigt|dumt|facepalm|hånd|irriteret|medium teint|skepsis|slå sig for panden|slå sig for panden: medium teint
	🤦🏾;slå sig for panden: medium til mørk teint;ansigt|dumt|facepalm|hånd|irriteret|medium til mørk teint|skepsis|slå sig for panden|slå sig for panden: medium til mørk teint
	🤦🏿;slå sig for panden: mørk teint;ansigt|dumt|facepalm|hånd|irriteret|mørk teint|skepsis|slå sig for panden|slå sig for panden: mørk teint
🤦‍♂️;mand slår sig for panden;facepalm|græmmes|håndflade|irritation|irriteret|mand|mand slår sig for panden|skepsis
	🤦🏻‍♂️;mand slår sig for panden: lys teint;facepalm|græmmes|håndflade|irritation|irriteret|lys teint|mand|mand slår sig for panden|mand slår sig for panden: lys teint|skepsis
	🤦🏼‍♂️;mand slår sig for panden: medium til lys teint;facepalm|græmmes|håndflade|irritation|irriteret|mand|mand slår sig for panden|mand slår sig for panden: medium til lys teint|medium til lys teint|skepsis
	🤦🏽‍♂️;mand slår sig for panden: medium teint;facepalm|græmmes|håndflade|irritation|irriteret|mand|mand slår sig for panden|mand slår sig for panden: medium teint|medium teint|skepsis
	🤦🏾‍♂️;mand slår sig for panden: medium til mørk teint;facepalm|græmmes|håndflade|irritation|irriteret|mand|mand slår sig for panden|mand slår sig for panden: medium til mørk teint|medium til mørk teint|skepsis
	🤦🏿‍♂️;mand slår sig for panden: mørk teint;facepalm|græmmes|håndflade|irritation|irriteret|mand|mand slår sig for panden|mand slår sig for panden: mørk teint|mørk teint|skepsis
🤦‍♀️;kvinde slår sig for panden;facepalm|græmmes|håndflade|irritation|irriteret|kvinde|kvinde slår sig for panden|skepsis
	🤦🏻‍♀️;kvinde slår sig for panden: lys teint;facepalm|græmmes|håndflade|irritation|irriteret|kvinde|kvinde slår sig for panden|kvinde slår sig for panden: lys teint|lys teint|skepsis
	🤦🏼‍♀️;kvinde slår sig for panden: medium til lys teint;facepalm|græmmes|håndflade|irritation|irriteret|kvinde|kvinde slår sig for panden|kvinde slår sig for panden: medium til lys teint|medium til lys teint|skepsis
	🤦🏽‍♀️;kvinde slår sig for panden: medium teint;facepalm|græmmes|håndflade|irritation|irriteret|kvinde|kvinde slår sig for panden|kvinde slår sig for panden: medium teint|medium teint|skepsis
	🤦🏾‍♀️;kvinde slår sig for panden: medium til mørk teint;facepalm|græmmes|håndflade|irritation|irriteret|kvinde|kvinde slår sig for panden|kvinde slår sig for panden: medium til mørk teint|medium til mørk teint|skepsis
	🤦🏿‍♀️;kvinde slår sig for panden: mørk teint;facepalm|græmmes|håndflade|irritation|irriteret|kvinde|kvinde slår sig for panden|kvinde slår sig for panden: mørk teint|mørk teint|skepsis
🤷;trækker på skuldrene;aner det ikke|ligeglad|ligegyldigt|pas|trækker på skuldrene|tvivl|ved det ikke
	🤷🏻;trækker på skuldrene: lys teint;aner det ikke|ligeglad|ligegyldigt|lys teint|pas|trækker på skuldrene|trækker på skuldrene: lys teint|tvivl|ved det ikke
	🤷🏼;trækker på skuldrene: medium til lys teint;aner det ikke|ligeglad|ligegyldigt|medium til lys teint|pas|trækker på skuldrene|trækker på skuldrene: medium til lys teint|tvivl|ved det ikke
	🤷🏽;trækker på skuldrene: medium teint;aner det ikke|ligeglad|ligegyldigt|medium teint|pas|trækker på skuldrene|trækker på skuldrene: medium teint|tvivl|ved det ikke
	🤷🏾;trækker på skuldrene: medium til mørk teint;aner det ikke|ligeglad|ligegyldigt|medium til mørk teint|pas|trækker på skuldrene|trækker på skuldrene: medium til mørk teint|tvivl|ved det ikke
	🤷🏿;trækker på skuldrene: mørk teint;aner det ikke|ligeglad|ligegyldigt|mørk teint|pas|trækker på skuldrene|trækker på skuldrene: mørk teint|tvivl|ved det ikke
🤷‍♂️;mand trækker på skuldrene;ingen anelse|ligeglad|ligegyldighed|mand|mand trækker på skuldrene|pas|skuldre|tvivl|uvidenhed
	🤷🏻‍♂️;mand trækker på skuldrene: lys teint;ingen anelse|ligeglad|ligegyldighed|lys teint|mand|mand trækker på skuldrene|mand trækker på skuldrene: lys teint|pas|skuldre|tvivl|uvidenhed
	🤷🏼‍♂️;mand trækker på skuldrene: medium til lys teint;ingen anelse|ligeglad|ligegyldighed|mand|mand trækker på skuldrene|mand trækker på skuldrene: medium til lys teint|medium til lys teint|pas|skuldre|tvivl|uvidenhed
	🤷🏽‍♂️;mand trækker på skuldrene: medium teint;ingen anelse|ligeglad|ligegyldighed|mand|mand trækker på skuldrene|mand trækker på skuldrene: medium teint|medium teint|pas|skuldre|tvivl|uvidenhed
	🤷🏾‍♂️;mand trækker på skuldrene: medium til mørk teint;ingen anelse|ligeglad|ligegyldighed|mand|mand trækker på skuldrene|mand trækker på skuldrene: medium til mørk teint|medium til mørk teint|pas|skuldre|tvivl|uvidenhed
	🤷🏿‍♂️;mand trækker på skuldrene: mørk teint;ingen anelse|ligeglad|ligegyldighed|mand|mand trækker på skuldrene|mand trækker på skuldrene: mørk teint|mørk teint|pas|skuldre|tvivl|uvidenhed
🤷‍♀️;kvinde trækker på skuldrene;ingen anelse|kvinde|kvinde trækker på skuldrene|ligeglad|ligegyldighed|pas|skuldre|tvivl|uvidenhed
	🤷🏻‍♀️;kvinde trækker på skuldrene: lys teint;ingen anelse|kvinde|kvinde trækker på skuldrene|kvinde trækker på skuldrene: lys teint|ligeglad|ligegyldighed|lys teint|pas|skuldre|tvivl|uvidenhed
	🤷🏼‍♀️;kvinde trækker på skuldrene: medium til lys teint;ingen anelse|kvinde|kvinde trækker på skuldrene|kvinde trækker på skuldrene: medium til lys teint|ligeglad|ligegyldighed|medium til lys teint|pas|skuldre|tvivl|uvidenhed
	🤷🏽‍♀️;kvinde trækker på skuldrene: medium teint;ingen anelse|kvinde|kvinde trækker på skuldrene|kvinde trækker på skuldrene: medium teint|ligeglad|ligegyldighed|medium teint|pas|skuldre|tvivl|uvidenhed
	🤷🏾‍♀️;kvinde trækker på skuldrene: medium til mørk teint;ingen anelse|kvinde|kvinde trækker på skuldrene|kvinde trækker på skuldrene: medium til mørk teint|ligeglad|ligegyldighed|medium til mørk teint|pas|skuldre|tvivl|uvidenhed
	🤷🏿‍♀️;kvinde trækker på skuldrene: mørk teint;ingen anelse|kvinde|kvinde trækker på skuldrene|kvinde trækker på skuldrene: mørk teint|ligeglad|ligegyldighed|mørk teint|pas|skuldre|tvivl|uvidenhed
🧑‍⚕️;sundhedspersonale;doktor|læge|specialist|sundhed|sundhedspersonale|sundhedsvæsenet|sygeplejerske|terapeut
	🧑🏻‍⚕️;sundhedspersonale: lys teint;doktor|læge|lys teint|specialist|sundhed|sundhedspersonale|sundhedspersonale: lys teint|sundhedsvæsenet|sygeplejerske|terapeut
	🧑🏼‍⚕️;sundhedspersonale: medium til lys teint;doktor|læge|medium til lys teint|specialist|sundhed|sundhedspersonale|sundhedspersonale: medium til lys teint|sundhedsvæsenet|sygeplejerske|terapeut
	🧑🏽‍⚕️;sundhedspersonale: medium teint;doktor|læge|medium teint|specialist|sundhed|sundhedspersonale|sundhedspersonale: medium teint|sundhedsvæsenet|sygeplejerske|terapeut
	🧑🏾‍⚕️;sundhedspersonale: medium til mørk teint;doktor|læge|medium til mørk teint|specialist|sundhed|sundhedspersonale|sundhedspersonale: medium til mørk teint|sundhedsvæsenet|sygeplejerske|terapeut
	🧑🏿‍⚕️;sundhedspersonale: mørk teint;doktor|læge|mørk teint|specialist|sundhed|sundhedspersonale|sundhedspersonale: mørk teint|sundhedsvæsenet|sygeplejerske|terapeut
👨‍⚕️;mandlig sundhedsperson;kittel|læge|mand|mandlig sundhedsperson|sygeplejerske
	👨🏻‍⚕️;mandlig sundhedsperson: lys teint;kittel|læge|lys teint|mand|mandlig sundhedsperson|mandlig sundhedsperson: lys teint|sygeplejerske
	👨🏼‍⚕️;mandlig sundhedsperson: medium til lys teint;kittel|læge|mand|mandlig sundhedsperson|mandlig sundhedsperson: medium til lys teint|medium til lys teint|sygeplejerske
	👨🏽‍⚕️;mandlig sundhedsperson: medium teint;kittel|læge|mand|mandlig sundhedsperson|mandlig sundhedsperson: medium teint|medium teint|sygeplejerske
	👨🏾‍⚕️;mandlig sundhedsperson: medium til mørk teint;kittel|læge|mand|mandlig sundhedsperson|mandlig sundhedsperson: medium til mørk teint|medium til mørk teint|sygeplejerske
	👨🏿‍⚕️;mandlig sundhedsperson: mørk teint;kittel|læge|mand|mandlig sundhedsperson|mandlig sundhedsperson: mørk teint|mørk teint|sygeplejerske
👩‍⚕️;kvindelig sundhedsperson;kittel|kvinde|kvindelig sundhedsperson|læge|sygeplejerske
	👩🏻‍⚕️;kvindelig sundhedsperson: lys teint;kittel|kvinde|kvindelig sundhedsperson|kvindelig sundhedsperson: lys teint|læge|lys teint|sygeplejerske
	👩🏼‍⚕️;kvindelig sundhedsperson: medium til lys teint;kittel|kvinde|kvindelig sundhedsperson|kvindelig sundhedsperson: medium til lys teint|læge|medium til lys teint|sygeplejerske
	👩🏽‍⚕️;kvindelig sundhedsperson: medium teint;kittel|kvinde|kvindelig sundhedsperson|kvindelig sundhedsperson: medium teint|læge|medium teint|sygeplejerske
	👩🏾‍⚕️;kvindelig sundhedsperson: medium til mørk teint;kittel|kvinde|kvindelig sundhedsperson|kvindelig sundhedsperson: medium til mørk teint|læge|medium til mørk teint|sygeplejerske
	👩🏿‍⚕️;kvindelig sundhedsperson: mørk teint;kittel|kvinde|kvindelig sundhedsperson|kvindelig sundhedsperson: mørk teint|læge|mørk teint|sygeplejerske
🧑‍🎓;studerende;dimittend|kandidat|student|studerende
	🧑🏻‍🎓;studerende: lys teint;dimittend|kandidat|lys teint|student|studerende|studerende: lys teint
	🧑🏼‍🎓;studerende: medium til lys teint;dimittend|kandidat|medium til lys teint|student|studerende|studerende: medium til lys teint
