[smileys_emotion]
😀;wobličo ze šibałym posměwkom;wobličo|wobličo ze šibałym posměwkom|wočinjena huba|žortne
	👩🏻‍🌾;burowka: swětła barba kože;burowka|burowka: swětła barba kože|kłóska|ratarka|swětła barba kože|zahrodnica
	👩🏼‍🌾;burowka: srěnjoswětła barba kože;burowka|burowka: srěnjoswětła barba kože|kłóska|ratarka|srěnjoswětła barba kože|zahrodnica
	👩🏽‍🌾;burowka: srěnja barba kože;burowka|burowka: srěnja barba kože|kłóska|ratarka|srěnja barba kože|zahrodnica
	👩🏾‍🌾;burowka: srěnjoćmowa barba kože;burowka|burowka: srěnjoćmowa barba kože|kłóska|ratarka|srěnjoćmowa barba kože|zahrodnica
	👩🏿‍🌾;burowka: ćmowa barba kože;burowka|burowka: ćmowa barba kože|ćmowa barba kože|kłóska|ratarka|zahrodnica
🧑‍🍳;kuchar/ka;kuchar|kuchar/ka|kucharka
	🧑🏻‍🍳;kuchar/ka: swětła barba kože;kuchar|kuchar/ka|kuchar/ka: swětła barba kože|kucharka|swětła barba kože
	🧑🏼‍🍳;kuchar/ka: srěnjoswětła barba kože;kuchar|kuchar/ka|kuchar/ka: srěnjoswětła barba kože|kucharka|srěnjoswětła barba kože
	🧑🏽‍🍳;kuchar/ka: srěnja barba kože;kuchar|kuchar/ka|kuchar/ka: srěnja barba kože|kucharka|srěnja barba kože
	🧑🏾‍🍳;kuchar/ka: srěnjoćmowa barba kože;kuchar|kuchar/ka|kuchar/ka: srěnjoćmowa barba kože|kucharka|srěnjoćmowa barba kože
	🧑🏿‍🍳;kuchar/ka: ćmowa barba kože;ćmowa barba kože|kuchar|kuchar/ka|kuchar/ka: ćmowa barba kože|kucharka
👨‍🍳;kuchar;kuchar|warić
	👨🏻‍🍳;kuchar: swětła barba kože;kuchar|kuchar: swětła barba kože|swětła barba kože|warić
	👨🏼‍🍳;kuchar: srěnjoswětła barba kože;kuchar|kuchar: srěnjoswětła barba kože|srěnjoswětła barba kože|warić
	👨🏽‍🍳;kuchar: srěnja barba kože;kuchar|kuchar: srěnja barba kože|srěnja barba kože|warić
	👨🏾‍🍳;kuchar: srěnjoćmowa barba kože;kuchar|kuchar: srěnjoćmowa barba kože|srěnjoćmowa barba kože|warić
	👨🏿‍🍳;kuchar: ćmowa barba kože;ćmowa barba kože|kuchar|kuchar: ćmowa barba kože|warić
👩‍🍳;kucharka;kucharka|warić
	👩🏻‍🍳;kucharka: swětła barba kože;kucharka|kucharka: swětła barba kože|swětła barba kože|warić
	👩🏼‍🍳;kucharka: srěnjoswětła barba kože;kucharka|kucharka: srěnjoswětła barba kože|srěnjoswětła barba kože|warić
	👩🏽‍🍳;kucharka: srěnja barba kože;kucharka|kucharka: srěnja barba kože|srěnja barba kože|warić
	👩🏾‍🍳;kucharka: srěnjoćmowa barba kože;kucharka|kucharka: srěnjoćmowa barba kože|srěnjoćmowa barba kože|warić
	👩🏿‍🍳;kucharka: ćmowa barba kože;ćmowa barba kože|kucharka|kucharka: ćmowa barba kože|warić
🧑‍🔧;mechanikar/ka;elektrikar|elektrikarka|klempnar|klempnarka|mechanikar|mechanikar/ka|mechanikarka
	🧑🏻‍🔧;mechanikar/ka: swětła barba kože;elektrikar|elektrikarka|klempnar|klempnarka|mechanikar|mechanikar/ka|mechanikar/ka: swětła barba kože|mechanikarka|swětła barba kože
	🧑🏼‍🔧;mechanikar/ka: srěnjoswětła barba kože;elektrikar|elektrikarka|klempnar|klempnarka|mechanikar|mechanikar/ka|mechanikar/ka: srěnjoswětła barba kože|mechanikarka|srěnjoswětła barba kože
	🧑🏽‍🔧;mechanikar/ka: srěnja barba kože;elektrikar|elektrikarka|klempnar|klempnarka|mechanikar|mechanikar/ka|mechanikar/ka: srěnja barba kože|mechanikarka|srěnja barba kože
	🧑🏾‍🔧;mechanikar/ka: srěnjoćmowa barba kože;elektrikar|elektrikarka|klempnar|klempnarka|mechanikar|mechanikar/ka|mechanikar/ka: srěnjoćmowa barba kože|mechanikarka|srěnjoćmowa barba kože
	🧑🏿‍🔧;mechanikar/ka: ćmowa barba kože;ćmowa barba kože|elektrikar|elektrikarka|klempnar|klempnarka|mechanikar|mechanikar/ka|mechanikar/ka: ćmowa barba kože|mechanikarka
👨‍🔧;mechanikar;elektrikar|klempnar|mechanikar|muž|rjemjeslnik
	👨🏻‍🔧;mechanikar: swětła barba kože;elektrikar|klempnar|mechanikar|mechanikar: swětła barba kože|muž|rjemjeslnik|swětła barba kože
	👨🏼‍🔧;mechanikar: srěnjoswětła barba kože;elektrikar|klempnar|mechanikar|mechanikar: srěnjoswětła barba kože|muž|rjemjeslnik|srěnjoswětła barba kože
	👨🏽‍🔧;mechanikar: srěnja barba kože;elektrikar|klempnar|mechanikar|mechanikar: srěnja barba kože|muž|rjemjeslnik|srěnja barba kože
	👨🏾‍🔧;mechanikar: srěnjoćmowa barba kože;elektrikar|klempnar|mechanikar|mechanikar: srěnjoćmowa barba kože|muž|rjemjeslnik|srěnjoćmowa barba kože
	👨🏿‍🔧;mechanikar: ćmowa barba kože;ćmowa barba kože|elektrikar|klempnar|mechanikar|mechanikar: ćmowa barba kože|muž|rjemjeslnik
👩‍🔧;mechanikarka;elektrikarka|klempnarka|mechanikarka|rjemjeslnica
	👩🏻‍🔧;mechanikarka: swětła barba kože;elektrikarka|klempnarka|mechanikarka|mechanikarka: swětła barba kože|rjemjeslnica|swětła barba kože
	👩🏼‍🔧;mechanikarka: srěnjoswětła barba kože;elektrikarka|klempnarka|mechanikarka|mechanikarka: srěnjoswětła barba kože|rjemjeslnica|srěnjoswětła barba kože
	👩🏽‍🔧;mechanikarka: srěnja barba kože;elektrikarka|klempnarka|mechanikarka|mechanikarka: srěnja barba kože|rjemjeslnica|srěnja barba kože
	👩🏾‍🔧;mechanikarka: srěnjoćmowa barba kože;elektrikarka|klempnarka|mechanikarka|mechanikarka: srěnjoćmowa barba kože|rjemjeslnica|srěnjoćmowa barba kože
	👩🏿‍🔧;mechanikarka: ćmowa barba kože;ćmowa barba kože|elektrikarka|klempnarka|mechanikarka|mechanikarka: ćmowa barba kože|rjemjeslnica
🧑‍🏭;dźěłaćer/ka w fabrice;dźěłaćer|dźěłaćer w fabrice|dźěłaćer/ka w fabrice|dźěłaćerka w fabrice|fabrika|industrija|montaža
	🧑🏻‍🏭;dźěłaćer/ka w fabrice: swětła barba kože;dźěłaćer|dźěłaćer w fabrice|dźěłaćer/ka w fabrice|dźěłaćer/ka w fabrice: swětła barba kože|dźěłaćerka w fabrice|fabrika|industrija|montaža|swětła barba kože
	🧑🏼‍🏭;dźěłaćer/ka w fabrice: srěnjoswětła barba kože;dźěłaćer|dźěłaćer w fabrice|dźěłaćer/ka w fabrice|dźěłaćer/ka w fabrice: srěnjoswětła barba kože|dźěłaćerka w fabrice|fabrika|industrija|montaža|srěnjoswětła barba kože
	🧑🏽‍🏭;dźěłaćer/ka w fabrice: srěnja barba kože;dźěłaćer|dźěłaćer w fabrice|dźěłaćer/ka w fabrice|dźěłaćer/ka w fabrice: srěnja barba kože|dźěłaćerka w fabrice|fabrika|industrija|montaža|srěnja barba kože
	🧑🏾‍🏭;dźěłaćer/ka w fabrice: srěnjoćmowa barba kože;dźěłaćer|dźěłaćer w fabrice|dźěłaćer/ka w fabrice|dźěłaćer/ka w fabrice: srěnjoćmowa barba kože|dźěłaćerka w fabrice|fabrika|industrija|montaža|srěnjoćmowa barba kože
	🧑🏿‍🏭;dźěłaćer/ka w fabrice: ćmowa barba kože;ćmowa barba kože|dźěłaćer|dźěłaćer w fabrice|dźěłaćer/ka w fabrice|dźěłaćer/ka w fabrice: ćmowa barba kože|dźěłaćerka w fabrice|fabrika|industrija|montaža
👨‍🏭;dźěłaćer w fabrice;dźěłaćer w fabrice|fabrika|industrija
	👨🏻‍🏭;dźěłaćer w fabrice: swětła barba kože;dźěłaćer w fabrice|dźěłaćer w fabrice: swětła barba kože|fabrika|industrija|swětła barba kože
	👨🏼‍🏭;dźěłaćer w fabrice: srěnjoswětła barba kože;dźěłaćer w fabrice|dźěłaćer w fabrice: srěnjoswětła barba kože|fabrika|industrija|srěnjoswětła barba kože
	👨🏽‍🏭;dźěłaćer w fabrice: srěnja barba kože;dźěłaćer w fabrice|dźěłaćer w fabrice: srěnja barba kože|fabrika|industrija|srěnja barba kože
	👨🏾‍🏭;dźěłaćer w fabrice: srěnjoćmowa barba kože;dźěłaćer w fabrice|dźěłaćer w fabrice: srěnjoćmowa barba kože|fabrika|industrija|srěnjoćmowa barba kože
	👨🏿‍🏭;dźěłaćer w fabrice: ćmowa barba kože;ćmowa barba kože|dźěłaćer w fabrice|dźěłaćer w fabrice: ćmowa barba kože|fabrika|industrija
👩‍🏭;dźěłaćerka w fabrice;dźěłaćerka w fabrice|fabrika|industrija
	👩🏻‍🏭;dźěłaćerka w fabrice: swětła barba kože;dźěłaćerka w fabrice|dźěłaćerka w fabrice: swětła barba kože|fabrika|industrija|swětła barba kože
	👩🏼‍🏭;dźěłaćerka w fabrice: srěnjoswětła barba kože;dźěłaćerka w fabrice|dźěłaćerka w fabrice: srěnjoswětła barba kože|fabrika|industrija|srěnjoswětła barba kože
	👩🏽‍🏭;dźěłaćerka w fabrice: srěnja barba kože;dźěłaćerka w fabrice|dźěłaćerka w fabrice: srěnja barba kože|fabrika|industrija|srěnja barba kože
	👩🏾‍🏭;dźěłaćerka w fabrice: srěnjoćmowa barba kože;dźěłaćerka w fabrice|dźěłaćerka w fabrice: srěnjoćmowa barba kože|fabrika|industrija|srěnjoćmowa barba kože
	👩🏿‍🏭;dźěłaćerka w fabrice: ćmowa barba kože;ćmowa barba kože|dźěłaćerka w fabrice|dźěłaćerka w fabrice: ćmowa barba kože|fabrika|industrija
🧑‍💼;přistajeny/přistajena w běrowje;architekt|architektka|běrow|krawata|přistajena|přistajeny|přistajeny/přistajena w běrowje|wobchodnistwo|woblek
	🧑🏻‍💼;přistajeny/přistajena w běrowje: swětła barba kože;architekt|architektka|běrow|krawata|přistajena|přistajeny|přistajeny/přistajena w běrowje|přistajeny/přistajena w běrowje: swětła barba kože|swětła barba kože|wobchodnistwo|woblek
	🧑🏼‍💼;přistajeny/přistajena w běrowje: srěnjoswětła barba kože;architekt|architektka|běrow|krawata|přistajena|přistajeny|přistajeny/přistajena w běrowje|přistajeny/přistajena w běrowje: srěnjoswětła barba kože|srěnjoswětła barba kože|wobchodnistwo|woblek
	🧑🏽‍💼;přistajeny/přistajena w běrowje: srěnja barba kože;architekt|architektka|běrow|krawata|přistajena|přistajeny|přistajeny/přistajena w běrowje|přistajeny/přistajena w běrowje: srěnja barba kože|srěnja barba kože|wobchodnistwo|woblek
	🧑🏾‍💼;přistajeny/přistajena w běrowje: srěnjoćmowa barba kože;architekt|architektka|běrow|krawata|přistajena|přistajeny|přistajeny/přistajena w běrowje|přistajeny/přistajena w běrowje: srěnjoćmowa barba kože|srěnjoćmowa barba kože|wobchodnistwo|woblek
	🧑🏿‍💼;přistajeny/přistajena w běrowje: ćmowa barba kože;architekt|architektka|běrow|ćmowa barba kože|krawata|přistajena|přistajeny|přistajeny/přistajena w běrowje|přistajeny/přistajena w běrowje: ćmowa barba kože|wobchodnistwo|woblek
👨‍💼;přistajeny w běrowje;běrow|manager|přistajeny|přistajeny w běrowje
	👨🏻‍💼;přistajeny w běrowje: swětła barba kože;běrow|manager|přistajeny|přistajeny w běrowje|přistajeny w běrowje: swětła barba kože|swětła barba kože
	👨🏼‍💼;přistajeny w běrowje: srěnjoswětła barba kože;běrow|manager|přistajeny|přistajeny w běrowje|přistajeny w běrowje: srěnjoswětła barba kože|srěnjoswětła barba kože
	👨🏽‍💼;přistajeny w běrowje: srěnja barba kože;běrow|manager|přistajeny|přistajeny w běrowje|přistajeny w běrowje: srěnja barba kože|srěnja barba kože
	👨🏾‍💼;přistajeny w běrowje: srěnjoćmowa barba kože;běrow|manager|přistajeny|přistajeny w běrowje|přistajeny w běrowje: srěnjoćmowa barba kože|srěnjoćmowa barba kože
	👨🏿‍💼;přistajeny w běrowje: ćmowa barba kože;běrow|ćmowa barba kože|manager|přistajeny|přistajeny w běrowje|přistajeny w běrowje: ćmowa barba kože
👩‍💼;přistajena w běrowje;běrow|managerka|přistajena|přistajena w běrowje
	👩🏻‍💼;přistajena w běrowje: swětła barba kože;běrow|managerka|přistajena|přistajena w běrowje|přistajena w běrowje: swětła barba kože|swětła barba kože
	👩🏼‍💼;přistajena w běrowje: srěnjoswětła barba kože;běrow|managerka|přistajena|přistajena w běrowje|přistajena w běrowje: srěnjoswětła barba kože|srěnjoswětła barba kože
	👩🏽‍💼;přistajena w běrowje: srěnja barba kože;běrow|managerka|přistajena|přistajena w běrowje|přistajena w běrowje: srěnja barba kože|srěnja barba kože
	👩🏾‍💼;přistajena w běrowje: srěnjoćmowa barba kože;běrow|managerka|přistajena|přistajena w běrowje|přistajena w běrowje: srěnjoćmowa barba kože|srěnjoćmowa barba kože
	👩🏿‍💼;přistajena w běrowje: ćmowa barba kože;běrow|ćmowa barba kože|managerka|přistajena|přistajena w běrowje|přistajena w běrowje: ćmowa barba kože
🧑‍🔬;wědomostnik/ wědomostnica;biologa|biologowka|chemikar|chemikarka|fyzikar|fyzikarka|inženjer|inženjerka|wědomostnica|wědomostnik|wědomostnik/ wědomostnica
	🧑🏻‍🔬;wědomostnik/ wědomostnica: swětła barba kože;biologa|biologowka|chemikar|chemikarka|fyzikar|fyzikarka|inženjer|inženjerka|swětła barba kože|wědomostnica|wědomostnik|wědomostnik/ wědomostnica|wědomostnik/ wědomostnica: swětła barba kože
	🧑🏼‍🔬;wědomostnik/ wědomostnica: srěnjoswětła barba kože;biologa|biologowka|chemikar|chemikarka|fyzikar|fyzikarka|inženjer|inženjerka|srěnjoswětła barba kože|wědomostnica|wědomostnik|wědomostnik/ wědomostnica|wědomostnik/ wědomostnica: srěnjoswětła barba kože
	🧑🏽‍🔬;wědomostnik/ wědomostnica: srěnja barba kože;biologa|biologowka|chemikar|chemikarka|fyzikar|fyzikarka|inženjer|inženjerka|srěnja barba kože|wědomostnica|wědomostnik|wědomostnik/ wědomostnica|wědomostnik/ wědomostnica: srěnja barba kože
	🧑🏾‍🔬;wědomostnik/ wědomostnica: srěnjoćmowa barba kože;biologa|biologowka|chemikar|chemikarka|fyzikar|fyzikarka|inženjer|inženjerka|srěnjoćmowa barba kože|wědomostnica|wědomostnik|wědomostnik/ wědomostnica|wědomostnik/ wědomostnica: srěnjoćmowa barba kože
	🧑🏿‍🔬;wědomostnik/ wědomostnica: ćmowa barba kože;biologa|biologowka|chemikar|chemikarka|ćmowa barba kože|fyzikar|fyzikarka|inženjer|inženjerka|wědomostnica|wědomostnik|wědomostnik/ wědomostnica|wědomostnik/ wědomostnica: ćmowa barba kože
👨‍🔬;wědomostnik;biologa|chemikar|fyzikar|inženjer|labor|slědźer|wědomostnik
	👨🏻‍🔬;wědomostnik: swětła barba kože;biologa|chemikar|fyzikar|inženjer|labor|slědźer|swětła barba kože|wědomostnik|wědomostnik: swětła barba kože
	👨🏼‍🔬;wědomostnik: srěnjoswětła barba kože;biologa|chemikar|fyzikar|inženjer|labor|slědźer|srěnjoswětła barba kože|wědomostnik|wědomostnik: srěnjoswětła barba kože
	👨🏽‍🔬;wědomostnik: srěnja barba kože;biologa|chemikar|fyzikar|inženjer|labor|slědźer|srěnja barba kože|wědomostnik|wědomostnik: srěnja barba kože
	👨🏾‍🔬;wědomostnik: srěnjoćmowa barba kože;biologa|chemikar|fyzikar|inženjer|labor|slědźer|srěnjoćmowa barba kože|wědomostnik|wědomostnik: srěnjoćmowa barba kože
	👨🏿‍🔬;wědomostnik: ćmowa barba kože;biologa|chemikar|ćmowa barba kože|fyzikar|inženjer|labor|slědźer|wědomostnik|wědomostnik: ćmowa barba kože
👩‍🔬;wědomostnica;biologowka|chemikarka|fyzikarka|inženjerka|labor|slědźerka|wědomostnica
	👩🏻‍🔬;wědomostnica: swětła barba kože;biologowka|chemikarka|fyzikarka|inženjerka|labor|slědźerka|swětła barba kože|wědomostnica|wědomostnica: swětła barba kože
	👩🏼‍🔬;wědomostnica: srěnjoswětła barba kože;biologowka|chemikarka|fyzikarka|inženjerka|labor|slědźerka|srěnjoswětła barba kože|wědomostnica|wědomostnica: srěnjoswětła barba kože
	👩🏽‍🔬;wědomostnica: srěnja barba kože;biologowka|chemikarka|fyzikarka|inženjerka|labor|slědźerka|srěnja barba kože|wědomostnica|wědomostnica: srěnja barba kože
	👩🏾‍🔬;wědomostnica: srěnjoćmowa barba kože;biologowka|chemikarka|fyzikarka|inženjerka|labor|slědźerka|srěnjoćmowa barba kože|wědomostnica|wědomostnica: srěnjoćmowa barba kože
	👩🏿‍🔬;wědomostnica: ćmowa barba kože;biologowka|chemikarka|ćmowa barba kože|fyzikarka|inženjerka|labor|slědźerka|wědomostnica|wědomostnica: ćmowa barba kože
🧑‍💻;technologa/technologowka;programěrowar|programěrowarka|software|technologa|technologa/technologowka|technologowka|wunamakar|wunamakarka|wuwiwar|wuwiwarka
	🧑🏻‍💻;technologa/technologowka: swětła barba kože;programěrowar|programěrowarka|software|swětła barba kože|technologa|technologa/technologowka|technologa/technologowka: swětła barba kože|technologowka|wunamakar|wunamakarka|wuwiwar|wuwiwarka
	🧑🏼‍💻;technologa/technologowka: srěnjoswětła barba kože;programěrowar|programěrowarka|software|srěnjoswětła barba kože|technologa|technologa/technologowka|technologa/technologowka: srěnjoswětła barba kože|technologowka|wunamakar|wunamakarka|wuwiwar|wuwiwarka
	🧑🏽‍💻;technologa/technologowka: srěnja barba kože;programěrowar|programěrowarka|software|srěnja barba kože|technologa|technologa/technologowka|technologa/technologowka: srěnja barba kože|technologowka|wunamakar|wunamakarka|wuwiwar|wuwiwarka
	🧑🏾‍💻;technologa/technologowka: srěnjoćmowa barba kože;programěrowar|programěrowarka|software|srěnjoćmowa barba kože|technologa|technologa/technologowka|technologa/technologowka: srěnjoćmowa barba kože|technologowka|wunamakar|wunamakarka|wuwiwar|wuwiwarka
	🧑🏿‍💻;technologa/technologowka: ćmowa barba kože;ćmowa barba kože|programěrowar|programěrowarka|software|technologa|technologa/technologowka|technologa/technologowka: ćmowa barba kože|technologowka|wunamakar|wunamakarka|wuwiwar|wuwiwarka
👨‍💻;technologa;IT-eksperta|kompjuter|programěrowar|technologa|wobrazowka|wunamakar|wuwiwar
	👨🏻‍💻;technologa: swětła barba kože;IT-eksperta|kompjuter|programěrowar|swětła barba kože|technologa|technologa: swětła barba kože|wobrazowka|wunamakar|wuwiwar
	👨🏼‍💻;technologa: srěnjoswětła barba kože;IT-eksperta|kompjuter|programěrowar|srěnjoswětła barba kože|technologa|technologa: srěnjoswětła barba kože|wobrazowka|wunamakar|wuwiwar
	👨🏽‍💻;technologa: srěnja barba kože;IT-eksperta|kompjuter|programěrowar|srěnja barba kože|technologa|technologa: srěnja barba kože|wobrazowka|wunamakar|wuwiwar
	👨🏾‍💻;technologa: srěnjoćmowa barba kože;IT-eksperta|kompjuter|programěrowar|srěnjoćmowa barba kože|technologa|technologa: srěnjoćmowa barba kože|wobrazowka|wunamakar|wuwiwar
	👨🏿‍💻;technologa: ćmowa barba kože;ćmowa barba kože|IT-eksperta|kompjuter|programěrowar|technologa|technologa: ćmowa barba kože|wobrazowka|wunamakar|wuwiwar
👩‍💻;technologowka;IT-ekspertka|kompjuter|programěrowarka|technologowka|wobrazowka|wunamakarka|wuwiwarka
	👩🏻‍💻;technologowka: swětła barba kože;IT-ekspertka|kompjuter|programěrowarka|swětła barba kože|technologowka|technologowka: swětła barba kože|wobrazowka|wunamakarka|wuwiwarka
	👩🏼‍💻;technologowka: srěnjoswětła barba kože;IT-ekspertka|kompjuter|programěrowarka|srěnjoswětła barba kože|technologowka|technologowka: srěnjoswětła barba kože|wobrazowka|wunamakarka|wuwiwarka
	👩🏽‍💻;technologowka: srěnja barba kože;IT-ekspertka|kompjuter|programěrowarka|srěnja barba kože|technologowka|technologowka: srěnja barba kože|wobrazowka|wunamakarka|wuwiwarka
	👩🏾‍💻;technologowka: srěnjoćmowa barba kože;IT-ekspertka|kompjuter|programěrowarka|srěnjoćmowa barba kože|technologowka|technologowka: srěnjoćmowa barba kože|wobrazowka|wunamakarka|wuwiwarka
